id,x_sym,y_sym,compact,ap_ratio
ISIC_0000166.png,0.1927,0.2274,0.5762,64.6648
ISIC_0000167.png,0.3738,0.3753,0.3821,33.7795
ISIC_0000168.png,0.6468,0.5667,0.2863,13.8826
ISIC_0000171.png,1.4927,1.7635,0.0123,2.4673
ISIC_0000172.png,0.1657,0.1481,0.6262,61.3472
ISIC_0000173.png,0.413,0.9707,0.3438,26.4754
ISIC_0000174.png,0.6447,0.7993,0.0725,7.8489
ISIC_0000175.png,0.12,0.1528,0.6747,52.2756
ISIC_0000176.png,0.1467,0.1355,0.7233,43.5629
ISIC_0000179.png,0.0987,0.2,0.5604,62.2542
ISIC_0000180.png,0.1194,0.1262,0.6949,49.5412
ISIC_0000186.png,0.0872,0.0655,0.7964,39.4841
ISIC_0000213.png,0.1343,0.1826,0.6969,67.3762
ISIC_0000226.png,0.1218,0.1239,0.717,60.7103
ISIC_0000239.png,0.1568,0.1354,0.6708,53.6849
ISIC_0000240.png,0.1385,0.0692,0.8058,42.07
ISIC_0000274.png,0.1417,0.1593,0.6066,48.9226
ISIC_0000277.png,0.5002,0.4564,0.2671,22.529
ISIC_0000278.png,0.4059,0.4434,0.1681,26.7944
ISIC_0000279.png,0.1875,0.2047,0.4976,66.3897
ISIC_0000283.png,0.063,0.0464,0.7751,73.0789
ISIC_0000287.png,0.1784,0.1779,0.6661,54.1172
ISIC_0000291.png,0.1997,0.1963,0.4954,40.9174
ISIC_0000292.png,1.9043,1.7958,0.0105,2.5913
ISIC_0000294.png,0.2037,0.2073,0.5316,61.5466
ISIC_0000295.png,1.035,0.2002,0.123,2.6659
ISIC_0000296.png,1.0379,0.2759,0.1239,2.6428
ISIC_0000297.png,0.1466,0.1323,0.7028,26.2565
ISIC_0000300.png,0.3463,0.3607,0.4292,27.4979
ISIC_0000301.png,0.3327,0.4979,0.3068,19.2709
ISIC_0000303.png,0.3461,0.7304,0.2871,9.5077
ISIC_0000304.png,0.407,0.3579,0.4286,14.0113
ISIC_0000305.png,1.3235,0.4064,0.1132,2.6142
ISIC_0000306.png,1.1746,0.2173,0.122,2.634
ISIC_0000310.png,0.3147,0.5714,0.2455,26.2776
ISIC_0000313.png,0.1503,0.2126,0.5533,35.1985
ISIC_0000314.png,0.078,0.1234,0.7599,57.8202
ISIC_0000315.png,0.1127,0.1453,0.6458,38.6846
ISIC_0000346.png,0.2092,0.1401,0.6197,48.3671
ISIC_0000349.png,0.2355,0.216,0.6974,33.2181
ISIC_0000358.png,0.1627,0.2212,0.6347,45.0589
ISIC_0000368.png,1.2027,1.1862,0.0247,8.0994
ISIC_0000371.png,0.0982,0.0988,0.7249,53.9377
ISIC_0000375.png,0.2589,0.1187,0.6252,45.2055
ISIC_0000377.png,0.2279,0.1727,0.7258,46.6479
ISIC_0000384.png,0.174,0.2417,0.7374,26.0653
ISIC_0000387.png,0.1958,0.1054,0.7123,31.6559
ISIC_0000392.png,0.1713,0.2716,0.5691,41.847
ISIC_0000393.png,0.3467,0.2946,0.432,52.9106
ISIC_0000394.png,0.2774,0.3883,0.4,15.638
ISIC_0000395.png,0.3316,0.433,0.2278,28.7754
ISIC_0000398.png,0.3515,0.3601,0.395,37.2639
ISIC_0000401.png,1.2678,1.551,0.0808,3.9634
ISIC_0000406.png,0.1375,0.1722,0.6285,16.423
ISIC_0000410.png,0.1806,0.5057,0.4138,28.3428
ISIC_0000411.png,0.8755,0.8204,0.2123,20.2642
ISIC_0000413.png,0.3572,0.3845,0.2129,31.7732
ISIC_0000414.png,1.6031,1.8025,0.0093,3.1061
ISIC_0000419.png,0.1685,0.3685,0.6002,58.4494
ISIC_0000420.png,0.4554,0.2025,0.5506,21.1298
ISIC_0000421.png,0.1481,0.1132,0.7097,34.6372
ISIC_0000423.png,0.1022,0.094,0.7801,62.084
ISIC_0000424.png,0.3467,0.215,0.5909,50.3982
ISIC_0000429.png,1.8941,1.8879,0.0249,2.5637
ISIC_0000431.png,0.1755,0.175,0.6382,27.4404
ISIC_0000434.png,0.6984,0.7438,0.0613,16.0657
ISIC_0000440.png,1.9301,1.7483,0.0395,2.4782
ISIC_0000441.png,0.1718,0.3012,0.4556,43.4549
ISIC_0000444.png,0.3043,0.3337,0.4776,21.9218
ISIC_0000445.png,0.1662,0.3414,0.6079,23.1419
ISIC_0000446.png,1.6376,1.6387,0.0115,2.9312
ISIC_0000450.png,0.7835,0.6414,0.2292,34.1501
ISIC_0000452.png,0.2705,0.364,0.5829,17.876
ISIC_0000459.png,0.1907,0.2384,0.4421,45.9545
ISIC_0000462.png,0.3231,0.5345,0.2507,24.7216
ISIC_0000463.png,0.099,0.0898,0.7067,55.0994
ISIC_0000466.png,0.2146,0.5104,0.4843,37.4473
ISIC_0000467.png,0.6372,0.2699,0.4891,40.7397
ISIC_0000469.png,0.854,0.6245,0.3263,16.0199
ISIC_0000473.png,0.1347,0.2267,0.561,34.4342
ISIC_0000475.png,0.1813,0.0993,0.6248,57.5072
ISIC_0000482.png,0.0569,0.0458,0.722,63.3118
ISIC_0000483.png,0.138,0.1661,0.6378,61.505
ISIC_0000484.png,0.3188,0.3901,0.5052,26.448
ISIC_0000487.png,0.308,0.3446,0.5188,17.0438
ISIC_0000490.png,0.0924,0.0931,0.6964,60.1592
ISIC_0000502.png,0.5812,0.5397,0.4538,21.2962
ISIC_0000504.png,0.1928,0.3629,0.7201,35.7447
ISIC_0000507.png,0.0968,0.0962,0.5203,55.2358
ISIC_0000513.png,0.3371,0.4993,0.4084,24.6678
ISIC_0000516.png,0.3431,0.3356,0.4493,40.9733
ISIC_0000517.png,0.2023,0.3358,0.4646,30.7308
ISIC_0000518.png,0.1603,0.1786,0.6126,28.9894
ISIC_0000519.png,0.3784,0.3596,0.2858,19.7179
ISIC_0000520.png,0.3486,0.4345,0.2844,24.0666
ISIC_0000522.png,0.2966,0.3665,0.3773,45.676
ISIC_0000523.png,0.2217,0.2438,0.6922,17.9012
ISIC_0000526.png,0.6596,0.4762,0.3054,14.4307
ISIC_0000531.png,0.7861,0.7787,0.1897,19.5598
ISIC_0000533.png,0.3287,0.3498,0.5059,42.9569
ISIC_0000535.png,0.0859,0.0823,0.778,40.9885
ISIC_0000538.png,0.1873,0.1928,0.6792,29.1278
ISIC_0000539.png,0.0692,0.0918,0.5537,52.0426
ISIC_0000541.png,0.1868,0.1108,0.6643,48.149
ISIC_0000546.png,0.1994,0.1681,0.5318,40.6443
ISIC_0000547.png,0.443,0.2901,0.3996,16.3095
ISIC_0000549.png,0.5492,0.429,0.248,28.4509
ISIC_0000550.png,0.1141,0.1276,0.4389,40.4078
ISIC_0000551.png,1.0635,0.8672,0.099,14.5494
ISIC_0000552.png,0.1842,0.1548,0.6825,68.8166
ISIC_0000553.png,0.6677,0.6183,0.2484,27.458
ISIC_0000554.png,0.2582,0.2097,0.474,48.5086
ISIC_0000555.png,0.1596,0.2077,0.554,40.2824
ISIC_0000558.png,1.3828,1.9177,0.0411,2.5572
ISIC_0000569.png,0.1592,0.1383,0.7654,13.0091
ISIC_0000572.png,0.1316,0.0813,0.7947,13.0438
ISIC_0000585.png,0.1283,0.1776,0.7617,15.9288
ISIC_0000660.png,0.1578,0.1525,0.7429,17.3822
ISIC_0000700.png,0.1072,0.0964,0.7458,32.1809
ISIC_0000725.png,0.4464,0.2665,0.6447,12.3206
ISIC_0000754.png,0.1343,0.2297,0.8381,11.3718
ISIC_0000763.png,0.1048,0.1779,0.7133,12.7379
ISIC_0000801.png,0.117,0.1831,0.7901,16.4339
ISIC_0000814.png,0.154,0.1436,0.8277,17.9383
ISIC_0000848.png,0.4087,0.3394,0.3532,11.5967
ISIC_0000860.png,0.0838,0.1428,0.7077,41.2273
ISIC_0000866.png,0.2878,0.3315,0.6193,18.5365
ISIC_0000957.png,0.0878,0.204,0.8212,13.1956
ISIC_0001057.png,0.1559,0.1245,0.8554,37.0197
ISIC_0001100.png,0.5148,0.7909,0.3962,15.5201
ISIC_0001101.png,0.6134,0.3452,0.4738,26.2463
ISIC_0001102.png,0.5448,0.5701,0.1989,32.6715
ISIC_0001103.png,0.2703,0.2914,0.4713,40.547
ISIC_0001104.png,0.14,0.175,0.5715,48.2644
ISIC_0001105.png,0.0852,0.0763,0.7819,30.286
ISIC_0001108.png,0.8776,0.7441,0.2215,11.2696
ISIC_0001110.png,0.5081,0.4536,0.311,24.9749
ISIC_0001111.png,0.3806,0.2672,0.3301,2.3289
ISIC_0001112.png,0.7699,1.6111,0.051,8.7931
ISIC_0001118.png,0.7442,0.7446,0.2544,13.9993
ISIC_0001119.png,0.1675,0.164,0.7156,23.8456
ISIC_0001120.png,1.3201,1.0199,0.1177,2.2584
ISIC_0001121.png,0.4555,0.5622,0.3479,14.5075
ISIC_0001126.png,0.366,0.3263,0.4175,32.1531
ISIC_0001128.png,0.9328,0.3336,0.3308,12.0408
ISIC_0001129.png,0.1018,0.0983,0.8096,20.7484
ISIC_0001134.png,0.9242,0.6714,0.2111,21.7545
ISIC_0001135.png,0.2056,0.1043,0.6228,48.3446
ISIC_0001137.png,0.3952,0.3098,0.3996,25.3882
ISIC_0001138.png,1.3395,0.5149,0.0973,2.5397
ISIC_0001139.png,0.0567,0.0618,0.777,53.7236
ISIC_0001140.png,0.107,0.0806,0.7616,52.9743
ISIC_0001141.png,0.5285,0.3735,0.2528,31.7738
ISIC_0001142.png,1.2294,0.3296,0.111,2.615
ISIC_0001148.png,0.2972,0.4954,0.3925,13.6905
ISIC_0001149.png,1.4388,1.6793,0.1614,2.187
ISIC_0001151.png,0.4665,0.5404,0.3889,18.5368
ISIC_0001152.png,0.6259,0.9608,0.2042,13.941
ISIC_0001157.png,1.5684,1.4332,0.0159,2.9648
ISIC_0001480.png,0.2018,0.1426,0.7212,16.3734
ISIC_0001505.png,0.1719,0.1542,0.7584,17.0808
ISIC_0001572.png,0.1937,0.2527,0.5993,14.2806
ISIC_0001578.png,1.6784,1.4271,0.2051,2.3348
ISIC_0001581.png,0.5162,0.4815,0.3357,23.7083
ISIC_0001596.png,1.6964,1.8174,0.0424,2.3522
ISIC_0001602.png,1.8867,1.8919,0.1081,2.3695
ISIC_0001681.png,0.2486,0.3327,0.5445,9.2983
ISIC_0001743.png,0.1422,0.1734,0.7678,11.9715
ISIC_0001745.png,0.1006,0.0989,0.7707,11.7262
ISIC_0001792.png,0.1503,0.1516,0.7253,13.1557
ISIC_0001831.png,0.1664,0.16,0.6594,15.8676
ISIC_0001832.png,0.17,0.2765,0.699,16.5125
ISIC_0001875.png,0.5118,0.5426,0.3875,25.7788
ISIC_0001923.png,0.1767,0.1847,0.7974,9.5323
ISIC_0002026.png,0.1873,0.1961,0.7354,14.4006
ISIC_0002041.png,0.1333,0.0967,0.7796,16.0308
ISIC_0002057.png,0.2809,0.2153,0.7362,11.8919
ISIC_0002118.png,0.282,0.5442,0.574,20.7784
ISIC_0002119.png,0.1896,0.1604,0.7305,9.9442
ISIC_0002162.png,0.1965,0.2408,0.6916,10.2514
ISIC_0002184.png,0.2222,0.1934,0.4843,12.8587
ISIC_0002213.png,1.7311,1.8155,0.0139,3.6221
ISIC_0002258.png,1.9142,1.9142,0.0707,2.2948
ISIC_0002288.png,0.1495,0.1095,0.6821,16.2666
ISIC_0002295.png,0.1846,0.1768,0.6941,20.2973
ISIC_0002347.png,0.1161,0.1485,0.729,17.5384
ISIC_0002349.png,0.066,0.0557,0.8262,20.5683
ISIC_0002435.png,0.0884,0.0803,0.8095,23.0639
ISIC_0002549.png,0.1563,0.236,0.5843,40.8572
ISIC_0002566.png,0.2422,0.3438,0.7151,24.1438
ISIC_0002578.png,0.1805,0.3726,0.6016,11.2396
ISIC_0002613.png,0.1502,0.1451,0.7324,17.685
ISIC_0002622.png,0.2343,0.2758,0.6019,49.0209
ISIC_0002639.png,1.858,1.863,0.0273,2.4309
ISIC_0002675.png,0.1688,0.1206,0.6931,14.9047
ISIC_0002693.png,0.2073,0.1904,0.6784,9.9025
ISIC_0002745.png,0.2802,0.1322,0.707,19.8112
ISIC_0002774.png,0.304,0.1961,0.6937,23.7574
ISIC_0002811.png,0.216,0.202,0.6255,17.11
ISIC_0002821.png,1.8853,1.7933,0.0224,2.5306
ISIC_0002853.png,0.3986,0.5533,0.2826,12.2489
ISIC_0002862.png,0.1683,0.077,0.6264,20.2434
ISIC_0002878.png,0.2499,0.2904,0.7549,13.3458
ISIC_0002899.png,0.1897,0.1782,0.7881,11.2236
ISIC_0002900.png,0.1926,0.1969,0.6266,23.1836
ISIC_0002901.png,0.1097,0.1437,0.7138,15.5089
ISIC_0002939.png,0.1134,0.1646,0.7407,16.54
ISIC_0002953.png,0.1833,0.2134,0.6698,26.2875
ISIC_0003046.png,0.3401,0.1732,0.7011,13.0725
ISIC_0003052.png,0.1512,0.3483,0.5789,20.8185
ISIC_0003068.png,0.2279,0.1247,0.7351,23.7726
ISIC_0003111.png,0.1262,0.1527,0.7742,20.7167
ISIC_0003113.png,0.1101,0.1168,0.6953,20.5216
ISIC_0003117.png,0.2852,0.2474,0.6811,10.7456
ISIC_0003122.png,0.1205,0.0841,0.7084,15.8956
ISIC_0003132.png,0.1641,0.1499,0.6155,15.9256
ISIC_0003150.png,0.1607,0.1207,0.7981,19.2997
ISIC_0003159.png,0.1376,0.1369,0.7094,18.0273
ISIC_0003168.png,1.9319,1.9476,0.0379,2.4137
ISIC_0003201.png,0.2713,0.2057,0.5107,13.4167
ISIC_0003217.png,0.0985,0.134,0.8457,13.5493
ISIC_0003281.png,0.3093,0.1501,0.64,16.1652
ISIC_0003324.png,0.1416,0.3055,0.803,12.0334
ISIC_0003333.png,0.1158,0.1692,0.7477,10.7601
ISIC_0003345.png,1.816,1.7417,0.0287,3.2121
ISIC_0003438.png,0.1975,0.2322,0.5638,15.6829
ISIC_0003539.png,0.1774,0.1271,0.6759,18.8587
ISIC_0003550.png,0.269,0.2354,0.4973,11.4727
ISIC_0003593.png,0.8322,0.4832,0.2762,2.3372
ISIC_0003664.png,0.1034,0.0876,0.7941,16.3006
ISIC_0003703.png,0.1594,0.3718,0.6911,13.5619
ISIC_0003767.png,0.4376,0.2623,0.5829,18.4894
ISIC_0003793.png,0.2159,0.2731,0.6841,13.708
ISIC_0003822.png,0.2255,0.2507,0.8008,25.7777
ISIC_0003851.png,0.4844,0.3997,0.5723,22.8836
ISIC_0003910.png,1.3087,1.598,0.0218,2.5588
ISIC_0003925.png,0.157,0.1904,0.6883,19.2951
ISIC_0004000.png,0.1894,0.1295,0.7482,19.7449
ISIC_0004015.png,1.3991,1.5113,0.0119,5.7002
ISIC_0004042.png,0.2702,0.1948,0.7158,10.2153
ISIC_0004075.png,0.535,0.535,0.3357,2.3402
ISIC_0004089.png,0.1852,0.1766,0.6843,18.5735
ISIC_0004099.png,0.3053,0.2268,0.6357,34.7913
ISIC_0004140.png,0.1152,0.2218,0.7731,15.3479
ISIC_0004217.png,0.0395,0.1232,0.7404,24.5067
ISIC_0004334.png,1.1674,0.2833,0.1742,2.3218
ISIC_0004352.png,0.1993,0.1793,0.6826,27.9678
ISIC_0004455.png,0.1036,0.1489,0.8169,10.2259
ISIC_0004482.png,0.1013,0.1328,0.725,10.9297
ISIC_0004486.png,0.2284,0.2028,0.6374,13.271
ISIC_0004509.png,0.2327,0.1809,0.6953,12.8536
ISIC_0004558.png,0.245,0.229,0.7314,11.8325
ISIC_0004564.png,0.1874,0.2839,0.6613,14.0022
ISIC_0004667.png,0.1025,0.1728,0.6997,21.8613
ISIC_0004679.png,1.071,1.3087,0.0262,4.8252
ISIC_0004686.png,0.0694,0.1158,0.828,20.9634
ISIC_0004691.png,1.7291,1.6015,0.0062,3.5977
ISIC_0004728.png,0.0995,0.0989,0.8098,30.0232
ISIC_0004789.png,0.4551,0.3282,0.4439,27.9882
ISIC_0004794.png,1.7304,1.8109,0.0459,2.7682
ISIC_0004848.png,1.9367,1.9799,0.0235,2.6141
ISIC_0004857.png,0.1099,0.1784,0.8249,13.3472
ISIC_0004907.png,0.1607,0.1143,0.6918,20.552
ISIC_0004932.png,0.128,0.2177,0.8033,33.3364
ISIC_0004955.png,1.126,1.7642,0.0356,3.7633
ISIC_0004961.png,0.1,0.1339,0.7075,14.8284
ISIC_0004986.png,0.3918,0.1856,0.5947,1.9274
ISIC_0004996.png,0.1565,0.2082,0.695,13.4937
ISIC_0005006.png,0.106,0.2039,0.7618,15.8167
ISIC_0005028.png,0.1805,0.1634,0.7662,16.7058
ISIC_0005062.png,0.0636,0.1684,0.8766,10.9491
ISIC_0005139.png,0.2091,0.4882,0.4391,13.7675
ISIC_0005239.png,0.2331,0.2666,0.7194,13.8707
ISIC_0005248.png,0.0932,0.1042,0.6277,39.6652
ISIC_0005261.png,0.1382,0.1269,0.7159,21.3137
ISIC_0005264.png,1.4383,1.623,0.0251,2.915
ISIC_0005291.png,0.3357,0.111,0.7262,20.0384
ISIC_0005304.png,0.2216,0.1829,0.7073,12.5463
ISIC_0005319.png,0.1269,0.1578,0.7294,15.7851
ISIC_0005360.png,0.1254,0.1523,0.7951,16.5848
ISIC_0005377.png,0.1618,0.0824,0.8221,9.0432
ISIC_0005494.png,0.111,0.0825,0.7391,12.6308
ISIC_0005572.png,0.1575,0.1464,0.8105,12.5139
ISIC_0005639.png,0.1576,0.1491,0.641,21.1442
ISIC_0005655.png,0.1538,0.141,0.7537,14.1855
ISIC_0005681.png,0.2117,0.184,0.7223,13.9069
ISIC_0005686.png,0.243,0.3462,0.6233,15.2772
ISIC_0005762.png,0.2732,0.1878,0.711,17.315
ISIC_0005769.png,0.1285,0.1146,0.744,16.7871
ISIC_0005854.png,1.5724,0.5034,0.1304,2.2307
ISIC_0005879.png,0.208,0.4579,0.6651,24.9098
ISIC_0006108.png,0.1775,0.1555,0.8035,12.5342
ISIC_0006116.png,0.1129,0.3635,0.7796,11.9826
ISIC_0006118.png,0.1525,0.1368,0.809,15.4637
ISIC_0006158.png,0.0665,0.2883,0.624,9.684
ISIC_0006181.png,1.0803,1.5609,0.0151,5.1991
ISIC_0006302.png,1.6426,1.4451,0.0372,2.4273
ISIC_0006321.png,0.1559,0.1441,0.6225,27.8691
ISIC_0006327.png,1.4,1.4229,0.1261,2.4345
ISIC_0006328.png,0.1726,0.1074,0.6251,26.028
ISIC_0006331.png,0.2904,0.2416,0.4728,13.5902
ISIC_0006332.png,0.1248,0.1127,0.6894,21.4787
ISIC_0006517.png,0.1163,0.0792,0.7566,27.2122
ISIC_0006624.png,0.1133,0.1619,0.6954,11.8444
ISIC_0006672.png,0.0653,0.0741,0.8101,31.4182
ISIC_0006717.png,0.7329,0.2411,0.3235,16.2889
ISIC_0006727.png,0.2458,0.1708,0.7542,12.9239
ISIC_0006730.png,0.257,0.2653,0.7185,35.4046
ISIC_0006744.png,0.1347,0.1215,0.7308,10.887
ISIC_0006750.png,1.77,1.7846,0.0142,2.45
ISIC_0006754.png,1.5824,1.6325,0.0342,2.3801
ISIC_0006757.png,0.2925,0.3865,0.3659,13.5924
ISIC_0006772.png,0.6965,0.8493,0.3736,25.3667
ISIC_0006821.png,1.6142,1.7083,0.0146,2.774
ISIC_0006829.png,0.1577,0.1705,0.7354,13.966
ISIC_0006850.png,0.0525,0.0784,0.8467,36.2752
ISIC_0006983.png,0.1957,0.1979,0.7249,13.978
ISIC_0007029.png,0.2166,0.2166,0.4672,2.2195
ISIC_0007084.png,0.2383,0.2498,0.4938,13.6277
ISIC_0007148.png,0.1608,0.1863,0.6877,12.5288
ISIC_0007257.png,1.7384,1.4401,0.0484,4.8493
ISIC_0007351.png,0.0383,0.0513,0.9035,37.409
ISIC_0007416.png,1.8452,1.6471,0.12,2.259
ISIC_0007501.png,0.255,0.3438,0.5503,18.6109
ISIC_0007619.png,1.7192,1.5432,0.0188,2.7575
ISIC_0007622.png,0.6739,0.2609,0.3945,2.188
ISIC_0007678.png,0.1584,0.2919,0.6703,14.5201
ISIC_0007740.png,0.3651,0.3514,0.5002,13.3831
ISIC_0007749.png,0.2546,0.1695,0.7661,13.5294
ISIC_0007760.png,0.1544,0.11,0.6888,24.6102
ISIC_0007808.png,0.1256,0.1463,0.7132,20.7233
ISIC_0007884.png,1.7041,1.7194,0.108,2.3806
ISIC_0008055.png,0.0999,0.4023,0.7568,11.0162
ISIC_0008114.png,0.231,0.2545,0.4715,49.9655
ISIC_0008162.png,0.0725,0.1086,0.734,26.4736
ISIC_0008251.png,0.2883,0.5893,0.342,17.0437
ISIC_0008393.png,0.3374,0.3029,0.5317,22.6775
ISIC_0008423.png,0.3249,0.1742,0.5364,27.1478
ISIC_0008424.png,0.0704,0.1104,0.8389,35.4101
ISIC_0008431.png,0.0744,0.1464,0.7197,25.9458
ISIC_0008447.png,0.5375,0.3363,0.5758,18.0044
ISIC_0008510.png,0.2091,0.1656,0.6913,18.049
ISIC_0008619.png,0.2022,0.2058,0.727,13.7534
ISIC_0008621.png,0.1149,0.2436,0.6621,17.6527
ISIC_0008630.png,0.1949,0.1959,0.7348,14.642
ISIC_0008636.png,0.1255,0.1146,0.791,12.5293
ISIC_0008724.png,0.0804,0.0832,0.8298,19.4377
ISIC_0008768.png,0.4402,0.3847,0.4542,12.0731
ISIC_0008774.png,0.1748,0.1792,0.6005,19.3741
ISIC_0008816.png,0.199,0.2578,0.6639,14.2235
ISIC_0008864.png,0.6528,0.3279,0.5576,29.1685
ISIC_0008881.png,0.1397,0.1679,0.7135,12.1409
ISIC_0008934.png,0.2655,0.3972,0.7333,18.8525
ISIC_0008945.png,0.1957,0.1771,0.7402,16.0971
ISIC_0008952.png,0.1355,0.0923,0.674,21.745
ISIC_0009006.png,0.3604,0.4655,0.6281,23.4254
ISIC_0009048.png,0.441,0.4326,0.6977,16.8729
ISIC_0009100.png,0.1867,0.1697,0.7347,12.6441
ISIC_0009186.png,0.1482,0.1308,0.7019,14.9651
ISIC_0009187.png,0.1224,0.1831,0.6286,16.2247
ISIC_0009230.png,0.1115,0.1175,0.5226,14.7261
ISIC_0009236.png,1.9381,1.8552,0.0321,2.5916
ISIC_0009289.png,0.1919,0.1863,0.7897,13.1827
ISIC_0009298.png,0.2602,0.2544,0.7232,22.6044
ISIC_0009441.png,0.2779,0.2332,0.6228,16.0795
ISIC_0009488.png,0.1986,0.131,0.6646,28.129
ISIC_0009510.png,0.1088,0.0588,0.7527,17.0245
ISIC_0009622.png,0.1258,0.3732,0.778,19.7411
ISIC_0009642.png,0.2199,0.2107,0.6885,15.225
ISIC_0009666.png,0.1098,0.1517,0.8357,17.0489
ISIC_0009713.png,0.1756,0.1493,0.5974,20.9233
ISIC_0009721.png,0.3035,0.3396,0.7094,12.5347
ISIC_0009735.png,0.1152,0.0535,0.7361,25.921
ISIC_0009738.png,0.2238,0.3397,0.6549,10.5837
ISIC_0009791.png,1.509,1.7262,0.042,4.6432
ISIC_0009868.png,0.3981,0.3112,0.5774,28.5877
ISIC_0009871.png,0.1827,0.1706,0.669,53.5964
ISIC_0009879.png,0.1157,0.2908,0.4783,44.666
ISIC_0009880.png,0.1559,0.1242,0.7002,41.9533
ISIC_0009882.png,1.7912,1.1087,0.0864,5.1593
ISIC_0009883.png,0.1191,0.1295,0.7686,44.4588
ISIC_0009886.png,0.4081,0.4223,0.241,20.4465
ISIC_0009893.png,0.2431,0.2595,0.5663,31.3743
ISIC_0009894.png,0.3897,0.4102,0.4712,33.1526
ISIC_0009903.png,0.218,0.2338,0.5607,34.5015
ISIC_0009905.png,0.7569,0.5285,0.2148,18.0017
ISIC_0009908.png,0.5607,0.2762,0.2005,2.5762
ISIC_0009911.png,0.0804,0.129,0.7293,34.8275
ISIC_0009913.png,1.7363,1.8126,0.0181,3.0215
ISIC_0009916.png,0.6722,0.5039,0.1443,16.741
