id,pi
ISIC_0057155,1.373574
ISIC_0024702,1.372055
ISIC_0066354,1.371093
ISIC_0011984,1.370029
ISIC_0029318,1.369043
ISIC_0054332,1.368629
ISIC_9716860,1.368622
ISIC_0029698,1.365649
ISIC_0060893,1.36516
ISIC_0069210,1.364292
ISIC_0072353,1.363668
ISIC_0032917,1.361061
ISIC_0054651,1.359172
ISIC_0066626,1.356672
ISIC_0034243,1.354466
ISIC_0057180,1.354252
ISIC_0069475,1.353618
ISIC_0001103,1.353043
ISIC_7462953,1.352517
ISIC_0070012,1.350357
ISIC_3928910,1.348975
ISIC_0030060,1.34843
ISIC_0054770,1.346561
ISIC_0015390,1.345991
ISIC_0063617,1.345835
ISIC_0058022,1.345689
ISIC_0011374,1.344879
ISIC_0001118,1.34426
ISIC_0068975,1.343943
ISIC_0030889,1.342319
ISIC_0072496,1.341858
ISIC_0061734,1.341211
ISIC_0033585,1.340843
ISIC_0059929,1.340539
ISIC_5547318,1.339975
ISIC_0011507,1.339867
ISIC_0046361,1.339511
ISIC_0070210,1.339465
ISIC_0058753,1.339372
ISIC_0066750,1.337786
ISIC_8355446,1.336634
ISIC_0063568,1.336048
ISIC_0055550,1.332729
ISIC_0032718,1.331985
ISIC_0060586,1.331644
ISIC_0009984,1.331316
ISIC_0030681,1.331288
ISIC_0029630,1.330344
ISIC_0059671,1.326567
ISIC_0011527,1.325757
ISIC_0000549,1.324619
ISIC_0013997,1.324616
ISIC_0054459,1.324206
ISIC_0057406,1.32354
ISIC_0030616,1.322159
ISIC_0065449,1.320586
ISIC_0028328,1.319832
ISIC_0062443,1.318713
ISIC_0066476,1.316918
ISIC_0059082,1.3169
ISIC_4509925,1.313985
ISIC_0071875,1.313883
ISIC_0033479,1.313844
ISIC_0029881,1.312257
ISIC_0064376,1.310969
ISIC_0070163,1.309817
ISIC_0061583,1.309183
ISIC_0061915,1.307821
ISIC_0055039,1.307312
ISIC_0072977,1.307231
ISIC_0065121,1.305513
ISIC_0053734,1.304337
ISIC_0046449,1.29955
ISIC_0031368,1.299306
ISIC_0054167,1.298131
ISIC_0068884,1.297496
ISIC_0059506,1.295177
ISIC_0056119,1.294794
ISIC_0011931,1.29293
ISIC_3444719,1.292686
ISIC_0029026,1.290864
ISIC_0071050,1.290147
ISIC_0064633,1.289826
ISIC_0068460,1.287582
ISIC_0056226,1.285418
ISIC_0054874,1.285381
ISIC_0058594,1.285252
ISIC_0032017,1.284252
ISIC_0034218,1.283113
ISIC_0030554,1.283052
ISIC_0010644,1.28209
ISIC_3416107,1.281806
ISIC_0072507,1.280678
ISIC_0071806,1.280521
ISIC_0058016,1.280091
ISIC_0069370,1.279037
ISIC_0066240,1.278937
ISIC_0031507,1.278473
ISIC_0025132,1.278267
ISIC_0015436,1.277664
ISIC_0059093,1.277253
ISIC_0056788,1.276878
ISIC_0057286,1.276825
ISIC_0031711,1.276165
ISIC_0072612,1.274839
ISIC_7079349,1.274539
ISIC_0010295,1.273882
ISIC_0061265,1.27141
ISIC_0068886,1.270776
ISIC_0533122,1.269818
ISIC_0065181,1.266045
ISIC_0028065,1.26525
ISIC_0058877,1.264181
ISIC_8241457,1.263753
ISIC_0056271,1.26365
ISIC_0013364,1.261841
ISIC_0059273,1.26123
ISIC_0063871,1.2577
ISIC_9667908,1.257404
ISIC_0033886,1.25521
ISIC_0066101,1.255038
ISIC_0010171,1.253471
ISIC_0014925,1.250784
ISIC_0029495,1.250621
ISIC_0029000,1.250284
ISIC_0028003,1.249655
ISIC_0015455,1.249466
ISIC_0026500,1.2483
ISIC_0061941,1.24697
ISIC_0034268,1.245081
ISIC_0032447,1.244638
ISIC_0054932,1.242302
ISIC_0067167,1.242288
ISIC_0032925,1.241925
ISIC_0071536,1.240216
ISIC_0060817,1.239488
ISIC_1369273,1.239279
ISIC_7895093,1.238597
ISIC_7484771,1.238086
ISIC_0065235,1.23672
ISIC_1216698,1.235627
ISIC_0058909,1.23484
ISIC_0014722,1.233956
ISIC_0015005,1.233292
ISIC_0055747,1.231359
ISIC_0033787,1.231163
ISIC_0015204,1.231048
ISIC_0011801,1.230305
ISIC_0012069,1.229717
ISIC_0065324,1.229343
ISIC_0032780,1.229235
ISIC_0059768,1.22915
ISIC_0067696,1.229038
ISIC_0060773,1.228831
ISIC_0034107,1.22754
ISIC_0063753,1.227125
ISIC_0403458,1.22628
ISIC_0029118,1.224283
ISIC_0055081,1.223844
ISIC_0057696,1.223693
ISIC_0011957,1.223013
ISIC_0065463,1.221872
ISIC_5879789,1.216933
ISIC_0011516,1.215114
ISIC_0025277,1.214706
ISIC_0069791,1.214601
ISIC_0063824,1.21196
ISIC_0010024,1.211817
ISIC_0012068,1.209923
ISIC_0032610,1.209877
ISIC_0066262,1.208799
ISIC_0033024,1.208469
ISIC_0070992,1.208055
ISIC_0024802,1.207784
ISIC_0060032,1.206677
ISIC_0046526,1.206426
ISIC_0058730,1.205806
ISIC_4347535,1.204799
ISIC_0011007,1.203026
ISIC_0071892,1.202865
ISIC_0000292,1.202517
ISIC_0070285,1.202246
ISIC_0010653,1.202025
ISIC_0013334,1.200964
ISIC_0010044,1.200043
ISIC_0072393,1.198408
ISIC_0028086,1.198275
ISIC_0070940,1.196377
ISIC_0064683,1.195668
ISIC_0028239,1.193974
ISIC_0065622,1.193762
ISIC_0024537,1.193541
ISIC_0010023,1.193381
ISIC_8252406,1.192802
ISIC_0069617,1.192731
ISIC_0061936,1.192579
ISIC_0012063,1.192198
ISIC_0033399,1.192059
ISIC_0026272,1.19196
ISIC_0065313,1.191273
ISIC_0025382,1.191015
ISIC_0067170,1.189034
ISIC_0000450,1.188706
ISIC_0032586,1.18634
ISIC_8253317,1.185881
ISIC_0063070,1.185246
ISIC_0070387,1.184819
ISIC_0031208,1.184709
ISIC_0028352,1.184428
ISIC_6404049,1.183096
ISIC_0057759,1.181934
ISIC_0062765,1.178952
ISIC_0032927,1.178768
ISIC_0032861,1.177545
ISIC_0069481,1.176918
ISIC_0026089,1.176502
ISIC_0025413,1.175218
ISIC_5948805,1.174506
ISIC_0064694,1.174084
ISIC_0015071,1.173265
ISIC_0069669,1.172021
ISIC_0024999,1.171887
ISIC_0016123,1.171504
ISIC_0055404,1.171376
ISIC_0015631,1.17131
ISIC_0024317,1.171129
ISIC_0027620,1.171024
ISIC_0030695,1.170684
ISIC_0000473,1.170513
ISIC_0071388,1.169964
ISIC_0059551,1.169179
ISIC_0067577,1.16895
ISIC_0010778,1.168404
ISIC_0031543,1.167582
ISIC_0054851,1.1672
ISIC_0061825,1.166419
ISIC_5216586,1.166395
ISIC_0026115,1.164545
ISIC_0060308,1.164257
ISIC_0072182,1.163945
ISIC_0055169,1.161147
ISIC_0027190,1.159375
ISIC_0908367,1.158719
ISIC_0000140,1.157911
ISIC_0423483,1.156852
ISIC_0058098,1.156704
ISIC_0064863,1.155615
ISIC_0010772,1.154976
ISIC_0011501,1.154849
ISIC_0028306,1.154131
ISIC_0013651,1.152356
ISIC_0033589,1.150442
ISIC_0061491,1.150015
ISIC_0061647,1.149407
ISIC_0033595,1.148846
ISIC_0015045,1.148079
ISIC_0067719,1.148028
ISIC_0067808,1.14739
ISIC_0070137,1.14694
ISIC_0063473,1.144955
ISIC_0031214,1.144391
ISIC_0056660,1.14392
ISIC_2146346,1.143831
ISIC_0046622,1.141587
ISIC_0069204,1.139568
ISIC_0016145,1.139068
ISIC_5343231,1.138894
ISIC_0063234,1.138198
ISIC_0061029,1.13812
ISIC_0064113,1.137637
ISIC_0014987,1.136751
ISIC_0067653,1.136648
ISIC_0000287,1.136284
ISIC_0072953,1.134887
ISIC_7047780,1.134766
ISIC_0033217,1.13416
ISIC_6767569,1.132168
ISIC_8521610,1.132018
ISIC_0000300,1.131746
ISIC_0058666,1.130758
ISIC_0071043,1.129831
ISIC_0010965,1.129706
ISIC_0065022,1.129121
ISIC_0032626,1.129036
ISIC_0062111,1.127032
ISIC_4980656,1.126305
ISIC_0062161,1.125105
ISIC_0059571,1.124559
ISIC_0032408,1.12453
ISIC_0066213,1.12453
ISIC_0065128,1.124409
ISIC_0000144,1.121852
ISIC_0014795,1.121032
ISIC_0033476,1.120969
ISIC_0029652,1.120861
ISIC_0068696,1.119853
ISIC_0359307,1.117328
ISIC_0011365,1.116473
ISIC_0054341,1.116451
ISIC_0065192,1.116182
ISIC_0056717,1.115509
ISIC_0033813,1.115255
ISIC_0071947,1.114673
ISIC_0060659,1.113504
ISIC_0068628,1.113245
ISIC_0034002,1.112652
ISIC_0063289,1.11248
ISIC_0010283,1.111537
ISIC_3871225,1.111336
ISIC_0029397,1.111102
ISIC_0029021,1.111028
ISIC_0053916,1.108301
ISIC_0029575,1.107751
ISIC_0011140,1.10756
ISIC_0063243,1.106982
ISIC_0011234,1.105774
ISIC_2868199,1.105466
ISIC_0011521,1.102463
ISIC_1287370,1.102368
ISIC_0011505,1.101836
ISIC_1026382,1.101048
ISIC_0056677,1.100674
ISIC_0063680,1.099365
ISIC_0028916,1.097923
ISIC_0028418,1.097484
ISIC_0054146,1.096564
ISIC_0032559,1.095401
ISIC_0061320,1.094399
ISIC_9760968,1.092416
ISIC_0068234,1.092312
ISIC_0058315,1.091124
ISIC_0010468,1.090693
ISIC_0015264,1.090383
ISIC_0021901,1.089834
ISIC_0519386,1.089333
ISIC_0067333,1.089079
ISIC_0057787,1.089044
ISIC_0071988,1.088845
ISIC_0072412,1.088754
ISIC_0010289,1.086853
ISIC_0011526,1.086786
ISIC_5536710,1.0864
ISIC_0060096,1.086378
ISIC_0011013,1.086245
ISIC_0011268,1.08617
ISIC_0013691,1.085637
ISIC_0024962,1.085328
ISIC_0066935,1.08494
ISIC_0024720,1.08487
ISIC_0061751,1.084858
ISIC_0025580,1.084457
ISIC_0032019,1.083253
ISIC_4049598,1.082633
ISIC_0011489,1.082469
ISIC_0068080,1.082309
ISIC_0071135,1.082306
ISIC_0032695,1.081987
ISIC_0011729,1.08114
ISIC_0030921,1.080524
ISIC_0029809,1.080078
ISIC_0070032,1.078323
ISIC_0000180,1.077727
ISIC_0059597,1.077549
ISIC_0054599,1.077265
ISIC_3684488,1.077228
ISIC_0063601,1.076446
ISIC_0033416,1.076108
ISIC_0033333,1.074762
ISIC_0067733,1.073774
ISIC_0030002,1.073704
ISIC_0032531,1.07196
ISIC_0010962,1.071688
ISIC_0032922,1.071395
ISIC_0063961,1.070955
ISIC_0061606,1.068867
ISIC_5261146,1.068549
ISIC_0064692,1.067256
ISIC_0071576,1.066851
ISIC_0033700,1.066603
ISIC_6790780,1.066239
ISIC_0030552,1.065769
ISIC_0070747,1.065419
ISIC_0027110,1.064356
ISIC_0013580,1.063525
ISIC_0032372,1.062808
ISIC_1113629,1.061127
ISIC_0030417,1.060836
ISIC_0069970,1.059832
ISIC_0030597,1.059765
ISIC_0011628,1.058274
ISIC_0027956,1.057996
ISIC_7519557,1.055854
ISIC_0032840,1.05546
ISIC_0024951,1.055399
ISIC_0031863,1.05527
ISIC_0055526,1.055227
ISIC_7070020,1.054934
ISIC_0055498,1.054141
ISIC_0056957,1.053151
ISIC_7468304,1.051348
ISIC_0062686,1.050896
ISIC_5307086,1.050698
ISIC_0057083,1.05048
ISIC_0033804,1.049861
ISIC_6821316,1.04982
ISIC_0015411,1.049739
ISIC_0033603,1.047523
ISIC_0010267,1.046869
ISIC_4120174,1.046723
ISIC_0024688,1.046225
ISIC_0011626,1.045194
ISIC_1985569,1.042217
ISIC_1224329,1.041698
ISIC_0015180,1.041144
ISIC_4398011,1.040409
ISIC_0056201,1.03995
ISIC_0000519,1.038477
ISIC_0030106,1.038385
ISIC_0068950,1.038287
ISIC_0069635,1.037527
ISIC_0057594,1.037427
ISIC_0000074,1.037242
ISIC_0069361,1.036171
ISIC_7612992,1.03564
ISIC_0027622,1.035629
ISIC_0065658,1.033872
ISIC_9906799,1.030692
ISIC_0032396,1.030133
ISIC_0068993,1.030072
ISIC_9546876,1.030006
ISIC_0011458,1.02994
ISIC_0010546,1.029785
ISIC_0058676,1.028812
ISIC_0025242,1.027932
ISIC_7951202,1.027717
ISIC_0029944,1.027433
ISIC_0069638,1.026306
ISIC_0059248,1.026093
ISIC_0031499,1.026083
ISIC_0062031,1.026066
ISIC_0026595,1.025875
ISIC_0061293,1.025697
ISIC_0046405,1.021923
ISIC_0069946,1.021558
ISIC_0030238,1.02057
ISIC_4408559,1.020046
ISIC_3094758,1.020022
ISIC_0032965,1.019002
ISIC_5602826,1.018775
ISIC_0027693,1.018493
ISIC_0071783,1.018259
ISIC_0014922,1.017365
ISIC_0011645,1.017269
ISIC_5576354,1.016867
ISIC_3513367,1.016565
ISIC_0032550,1.016169
ISIC_0011422,1.015905
ISIC_0054670,1.015822
ISIC_0033807,1.015757
ISIC_5527224,1.015728
ISIC_0027981,1.01572
ISIC_0000406,1.014692
ISIC_0063521,1.014516
ISIC_0032424,1.014022
ISIC_0759561,1.013931
ISIC_0011031,1.013646
ISIC_0025546,1.012744
ISIC_0030610,1.012469
ISIC_0000161,1.012208
ISIC_0030107,1.012105
ISIC_4821309,1.012002
ISIC_0033759,1.010161
ISIC_7373074,1.008793
ISIC_0063980,1.008378
ISIC_0010746,1.007615
ISIC_0057287,1.007606
ISIC_0065582,1.007554
ISIC_4851652,1.007399
ISIC_0055241,1.00715
ISIC_0027235,1.007056
ISIC_2805634,1.005814
ISIC_0034192,1.005658
ISIC_0011750,1.005591
ISIC_0066429,1.005572
ISIC_0031795,1.005408
ISIC_5156491,1.00503
ISIC_0025996,1.004889
ISIC_5403296,1.00426
ISIC_0046394,1.003753
ISIC_0072843,1.003107
ISIC_0055140,1.003041
ISIC_0067205,1.003
ISIC_0061643,1.002721
ISIC_0072691,1.002218
ISIC_0063369,1.002168
ISIC_0033232,1.001866
ISIC_0064821,1.001683
ISIC_0032766,1.001544
ISIC_4517738,1.001442
ISIC_0064120,1.001313
ISIC_0028967,1.001217
ISIC_9828853,1.00118
ISIC_0033063,1.001172
ISIC_8685259,0.999508
ISIC_0069411,0.998442
ISIC_0280912,0.997732
ISIC_0054080,0.997719
ISIC_3413138,0.99752
ISIC_0000429,0.997375
ISIC_3060248,0.99707
ISIC_6721869,0.996857
ISIC_0070342,0.996708
ISIC_0031005,0.9967
ISIC_2468509,0.996452
ISIC_0071740,0.996289
ISIC_0025267,0.995934
ISIC_0061566,0.99587
ISIC_0034294,0.995844
ISIC_5267208,0.995564
ISIC_0034222,0.995415
ISIC_0010486,0.9948
ISIC_0061685,0.994531
ISIC_0062048,0.992721
ISIC_0032233,0.990987
ISIC_1630301,0.990948
ISIC_0065735,0.989618
ISIC_0014291,0.989364
ISIC_3485482,0.989309
ISIC_0065204,0.989111
ISIC_0032823,0.989036
ISIC_0072641,0.988938
ISIC_6447681,0.988331
ISIC_0027751,0.987647
ISIC_0066338,0.987608
ISIC_0056055,0.987511
ISIC_0026586,0.987247
ISIC_0064534,0.987157
ISIC_0032181,0.98695
ISIC_0011158,0.986889
ISIC_0010723,0.986805
ISIC_0014217,0.986716
ISIC_0067789,0.986346
ISIC_0056316,0.986186
ISIC_0000305,0.985765
ISIC_0029316,0.985317
ISIC_0027253,0.985239
ISIC_0010162,0.984928
ISIC_0032968,0.984738
ISIC_0014926,0.984667
ISIC_0053540,0.984592
ISIC_0027694,0.98381
ISIC_0011703,0.983442
ISIC_8278458,0.982831
ISIC_0011369,0.982741
ISIC_0026652,0.982305
ISIC_0032070,0.982187
ISIC_0015046,0.981648
ISIC_0068223,0.981422
ISIC_7096389,0.981232
ISIC_0015110,0.980898
ISIC_0014703,0.980651
ISIC_0034076,0.980576
ISIC_0054355,0.980513
ISIC_0056440,0.980505
ISIC_3093026,0.980156
ISIC_0069292,0.978594
ISIC_8176449,0.978414
ISIC_2991354,0.977652
ISIC_0011094,0.976742
ISIC_3941123,0.976601
ISIC_0066532,0.975767
ISIC_2987613,0.974526
ISIC_0033779,0.973944
ISIC_0033876,0.973752
ISIC_9612228,0.972685
ISIC_9024529,0.972422
ISIC_0073044,0.972244
ISIC_0207268,0.97191
ISIC_0015189,0.971134
ISIC_9063429,0.9711
ISIC_0033359,0.971032
ISIC_0015132,0.970838
ISIC_0068314,0.970083
ISIC_0070248,0.969342
ISIC_0060716,0.968976
ISIC_0061371,0.968931
ISIC_4197990,0.968696
ISIC_6882582,0.968559
ISIC_0070003,0.968087
ISIC_0053617,0.96764
ISIC_0010235,0.966694
ISIC_0064060,0.966449
ISIC_9028726,0.966026
ISIC_0010784,0.965526
ISIC_0024449,0.964769
ISIC_0011404,0.96474
ISIC_0439726,0.964258
ISIC_0058047,0.963649
ISIC_8268025,0.963482
ISIC_0061531,0.963242
ISIC_0057518,0.962853
ISIC_0046640,0.962841
ISIC_0063447,0.962078
ISIC_0010810,0.960486
ISIC_0026700,0.959378
ISIC_0054914,0.959375
ISIC_0033216,0.959312
ISIC_0032938,0.957961
ISIC_0011364,0.957859
ISIC_3203344,0.957444
ISIC_0055289,0.957032
ISIC_7936755,0.956882
ISIC_0067801,0.956847
ISIC_0010900,0.95673
ISIC_0031784,0.956641
ISIC_6339509,0.956531
ISIC_0069395,0.956497
ISIC_4923095,0.956254
ISIC_0033570,0.955997
ISIC_0032537,0.955978
ISIC_0065728,0.955336
ISIC_0000173,0.952855
ISIC_3688407,0.950629
ISIC_0026293,0.950393
ISIC_0065133,0.949908
ISIC_0000554,0.949798
ISIC_0055293,0.948938
ISIC_0064427,0.948474
ISIC_0012107,0.948363
ISIC_1729351,0.947854
ISIC_0060481,0.946841
ISIC_0030296,0.946783
ISIC_9791275,0.946027
ISIC_0056546,0.945622
ISIC_0062536,0.945142
ISIC_0030135,0.944612
ISIC_0034092,0.944413
ISIC_0071797,0.942425
ISIC_0068259,0.942309
ISIC_0072382,0.942229
ISIC_0070403,0.942104
ISIC_0071951,0.941651
ISIC_0010040,0.941618
ISIC_0056364,0.941321
ISIC_4521222,0.941113
ISIC_0068015,0.941052
ISIC_4834687,0.940766
ISIC_1200192,0.940734
ISIC_0033278,0.94037
ISIC_0011752,0.940238
ISIC_4289906,0.938901
ISIC_0069986,0.938442
ISIC_0053854,0.937866
ISIC_0033432,0.937562
ISIC_0032313,0.93732
ISIC_0072175,0.93657
ISIC_0014832,0.936535
ISIC_2856521,0.936408
ISIC_0063492,0.936134
ISIC_0060968,0.935511
ISIC_0071901,0.935488
ISIC_0028508,0.934566
ISIC_0062364,0.933615
ISIC_0010760,0.933541
ISIC_0034059,0.933134
ISIC_0063493,0.932608
ISIC_0012048,0.932387
ISIC_0060559,0.932152
ISIC_0011490,0.931977
ISIC_9955163,0.930878
ISIC_9615486,0.930876
ISIC_0057898,0.930721
ISIC_0073119,0.930688
ISIC_0027238,0.92997
ISIC_1785627,0.929826
ISIC_3430311,0.929471
ISIC_0029591,0.929418
ISIC_0060091,0.927801
ISIC_4220010,0.927704
ISIC_0059181,0.927497
ISIC_2221217,0.927264
ISIC_0061231,0.927113
ISIC_4407580,0.926208
ISIC_0028103,0.925444
ISIC_7331345,0.925147
ISIC_1499915,0.92468
ISIC_0027252,0.923849
ISIC_0054350,0.923734
ISIC_5101111,0.923464
ISIC_0033538,0.92237
ISIC_0064247,0.921669
ISIC_9363106,0.921454
ISIC_7662993,0.920695
ISIC_0027590,0.920472
ISIC_0026916,0.920233
ISIC_3445468,0.920066
ISIC_0067969,0.91982
ISIC_0062517,0.91977
ISIC_8290994,0.919609
ISIC_0033274,0.917774
ISIC_7320371,0.91732
ISIC_0063164,0.916895
ISIC_0032921,0.916319
ISIC_0010714,0.916257
ISIC_0046596,0.915933
ISIC_0025603,0.915779
ISIC_7670149,0.915637
ISIC_3435596,0.915257
ISIC_2406492,0.914917
ISIC_0012070,0.914184
ISIC_0028225,0.91372
ISIC_0033027,0.912983
ISIC_0026518,0.912977
ISIC_0030852,0.912865
ISIC_0058033,0.9124
ISIC_7961365,0.912297
ISIC_0053791,0.910412
ISIC_0001108,0.908576
ISIC_0011757,0.907681
ISIC_0032005,0.907646
ISIC_0012049,0.907055
ISIC_0032484,0.907044
ISIC_0002057,0.906535
ISIC_0010514,0.9062
ISIC_0057462,0.906125
ISIC_0057556,0.905066
ISIC_0058768,0.904874
ISIC_0010591,0.904872
ISIC_0057655,0.904778
ISIC_0057067,0.904712
ISIC_0057059,0.904052
ISIC_0010380,0.90405
ISIC_0054777,0.903815
ISIC_0057858,0.902759
ISIC_7811951,0.902708
ISIC_0072748,0.902247
ISIC_2483825,0.902016
ISIC_0069248,0.901966
ISIC_0066659,0.901842
ISIC_0059314,0.901288
ISIC_6278273,0.901065
ISIC_0011857,0.901056
ISIC_0013967,0.900988
ISIC_0025744,0.90079
ISIC_6124481,0.900308
ISIC_9053910,0.900202
ISIC_0010775,0.899374
ISIC_0027560,0.899064
ISIC_0068895,0.898737
ISIC_9948600,0.897979
ISIC_4564960,0.897669
ISIC_0033834,0.896694
ISIC_0056339,0.896647
ISIC_0046664,0.896479
ISIC_0010734,0.895157
ISIC_6550761,0.8951
ISIC_0071069,0.895094
ISIC_0000035,0.895039
ISIC_1530981,0.894841
ISIC_0069175,0.894328
ISIC_0055841,0.893641
ISIC_0057821,0.893545
ISIC_0064997,0.891798
ISIC_0053542,0.891271
ISIC_0061749,0.891144
ISIC_0027838,0.891096
ISIC_0014982,0.890325
ISIC_0054395,0.890164
ISIC_0030910,0.889237
ISIC_2714572,0.888858
ISIC_0031401,0.888555
ISIC_0011356,0.888186
ISIC_0014809,0.888164
ISIC_0073238,0.887794
ISIC_0030492,0.887186
ISIC_0065260,0.886894
ISIC_0009975,0.886815
ISIC_8724944,0.886308
ISIC_7236365,0.88629
ISIC_0026745,0.885866
ISIC_0033204,0.884934
ISIC_9579922,0.884737
ISIC_0029157,0.884537
ISIC_0058496,0.8839
ISIC_0060946,0.883773
ISIC_0031752,0.88364
ISIC_0053541,0.883296
ISIC_0003539,0.883237
ISIC_0000349,0.882906
ISIC_0054334,0.882373
ISIC_3786075,0.882331
ISIC_0029581,0.88128
ISIC_0060297,0.880859
ISIC_9572152,0.880857
ISIC_0025573,0.880762
ISIC_0060585,0.879336
ISIC_0030080,0.87932
ISIC_0065062,0.878725
ISIC_0009992,0.878291
ISIC_3963183,0.878071
ISIC_6125652,0.877499
ISIC_0015443,0.8768
ISIC_0000398,0.876025
ISIC_0009882,0.875965
ISIC_0026208,0.874824
ISIC_0059864,0.874245
ISIC_0031589,0.873775
ISIC_4170698,0.873607
ISIC_0029433,0.873426
ISIC_0026738,0.873019
ISIC_0064986,0.87295
ISIC_0033154,0.872215
ISIC_7477006,0.872053
ISIC_1114966,0.871706
ISIC_0055412,0.871317
ISIC_0033341,0.869949
ISIC_0024967,0.869661
ISIC_0028215,0.869491
ISIC_0072568,0.869371
ISIC_0030754,0.8693
ISIC_0069698,0.869214
ISIC_6948604,0.869151
ISIC_6780662,0.868638
ISIC_0069432,0.86862
ISIC_0033074,0.867895
ISIC_0032258,0.865787
ISIC_0027742,0.865452
ISIC_0010393,0.865174
ISIC_0010938,0.86512
ISIC_0034233,0.864724
ISIC_0014366,0.864491
ISIC_0013707,0.864012
ISIC_0058079,0.863988
ISIC_3389704,0.863338
ISIC_0011949,0.863051
ISIC_3696488,0.862589
ISIC_9640145,0.862159
ISIC_0033901,0.861868
ISIC_8935085,0.859509
ISIC_0054043,0.858405
ISIC_0033843,0.858101
ISIC_0010140,0.857586
ISIC_0069556,0.857548
ISIC_0056739,0.857491
ISIC_0065883,0.857438
ISIC_0067609,0.857375
ISIC_0062740,0.85729
ISIC_5883331,0.857253
ISIC_0054244,0.856953
ISIC_6032520,0.85672
ISIC_0014189,0.855753
ISIC_0015193,0.855661
ISIC_0034187,0.8556
ISIC_0057032,0.855595
ISIC_0011509,0.855564
ISIC_0053469,0.855415
ISIC_0032858,0.855187
ISIC_8510848,0.85456
ISIC_0070170,0.854239
ISIC_0064517,0.853765
ISIC_6529073,0.853623
ISIC_0055003,0.853504
ISIC_0012904,0.853303
ISIC_0014392,0.853023
