id,pi
ISIC_0033616,1.465427
ISIC_0027590,1.465031
ISIC_0063568,1.464766
ISIC_0026868,1.463292
ISIC_0011517,1.462519
ISIC_0054021,1.457639
ISIC_0046344,1.456931
ISIC_0029995,1.453899
ISIC_0069248,1.452537
ISIC_0001112,1.451609
ISIC_0066101,1.449943
ISIC_0000179,1.445319
ISIC_0025512,1.444026
ISIC_0010385,1.440428
ISIC_0011437,1.436514
ISIC_0062204,1.436475
ISIC_3136228,1.428127
ISIC_0011506,1.42472
ISIC_0022661,1.424465
ISIC_0015200,1.424228
ISIC_0067653,1.422726
ISIC_0014912,1.422494
ISIC_0062401,1.422491
ISIC_0010664,1.418549
ISIC_4404772,1.414405
ISIC_0010958,1.412559
ISIC_0011356,1.411419
ISIC_0057963,1.410932
ISIC_0054220,1.409693
ISIC_0058022,1.409024
ISIC_0063753,1.408098
ISIC_0068744,1.404491
ISIC_0062160,1.397638
ISIC_0053791,1.396604
ISIC_0053542,1.393266
ISIC_0024702,1.393118
ISIC_0062575,1.390683
ISIC_0057518,1.390443
ISIC_0031795,1.390079
ISIC_0046647,1.386326
ISIC_5415749,1.382048
ISIC_0028655,1.379018
ISIC_9509757,1.378602
ISIC_1693572,1.377201
ISIC_0069995,1.376347
ISIC_0000174,1.375889
ISIC_0012066,1.372828
ISIC_0027832,1.369283
ISIC_7564545,1.368753
ISIC_4980656,1.365359
ISIC_0056677,1.365248
ISIC_0062463,1.363495
ISIC_0026559,1.362416
ISIC_0063601,1.361619
ISIC_0025800,1.36095
ISIC_0010690,1.35877
ISIC_0067206,1.358162
ISIC_0030929,1.356056
ISIC_6767569,1.355151
ISIC_0033359,1.354225
ISIC_6512653,1.349913
ISIC_3026660,1.349223
ISIC_0058837,1.348052
ISIC_0055404,1.347091
ISIC_0031977,1.346203
ISIC_0067521,1.345448
ISIC_0010775,1.344935
ISIC_0021442,1.343493
ISIC_0069411,1.341836
ISIC_0062031,1.340379
ISIC_0025927,1.33798
ISIC_0000031,1.336679
ISIC_0000167,1.335082
ISIC_0065313,1.333435
ISIC_0031389,1.333321
ISIC_0072568,1.332569
ISIC_0032369,1.331708
ISIC_0010863,1.32886
ISIC_0064563,1.328699
ISIC_0073136,1.327817
ISIC_0046471,1.327313
ISIC_0345607,1.326828
ISIC_0065346,1.32539
ISIC_0067443,1.325295
ISIC_0055931,1.322479
ISIC_5397483,1.322068
ISIC_5298608,1.320721
ISIC_0000310,1.320042
ISIC_3256887,1.317492
ISIC_0010235,1.317437
ISIC_0029705,1.31507
ISIC_0057188,1.313988
ISIC_0011388,1.312803
ISIC_4957216,1.310437
ISIC_0000277,1.310332
ISIC_0034166,1.308754
ISIC_0034134,1.308677
ISIC_0011702,1.306896
ISIC_0027684,1.303733
ISIC_0063988,1.303503
ISIC_0014703,1.300541
ISIC_0033752,1.300004
ISIC_0055701,1.299301
ISIC_0001157,1.298549
ISIC_0060962,1.29778
ISIC_0060621,1.29682
ISIC_0056849,1.296249
ISIC_0011286,1.296017
ISIC_0061199,1.292825
ISIC_0010886,1.292479
ISIC_2776906,1.290567
ISIC_0072353,1.290527
ISIC_0060397,1.288942
ISIC_0030183,1.287557
ISIC_0061685,1.287293
ISIC_0064023,1.285816
ISIC_3738751,1.283611
ISIC_0072624,1.282384
ISIC_0034117,1.279865
ISIC_4730433,1.278902
ISIC_0000022,1.27843
ISIC_0029914,1.277205
ISIC_0011794,1.276386
ISIC_8509219,1.276297
ISIC_9324486,1.276266
ISIC_0034100,1.275842
ISIC_0013341,1.275436
ISIC_0072418,1.274746
ISIC_0061580,1.271586
ISIC_0011947,1.270969
ISIC_0063018,1.270437
ISIC_0011697,1.26986
ISIC_0066399,1.269341
ISIC_0055251,1.268343
ISIC_0055393,1.266992
ISIC_0024545,1.266537
ISIC_7935989,1.266033
ISIC_5216586,1.265166
ISIC_0010050,1.265024
ISIC_0011933,1.264415
ISIC_0046773,1.26417
ISIC_0054341,1.26371
ISIC_0011703,1.263438
ISIC_0025472,1.263313
ISIC_0054886,1.263258
ISIC_0015258,1.262484
ISIC_0067953,1.261739
ISIC_5662381,1.2615
ISIC_0000303,1.259974
ISIC_0013565,1.259529
ISIC_1520897,1.259314
ISIC_0063319,1.258617
ISIC_0054982,1.258478
ISIC_0011645,1.25821
ISIC_0065582,1.255447
ISIC_0063842,1.249997
ISIC_0010140,1.247447
ISIC_0001142,1.247054
ISIC_0062827,1.246865
ISIC_1885174,1.245721
ISIC_0029591,1.242303
ISIC_0031338,1.241391
ISIC_0033562,1.241298
ISIC_0024999,1.239698
ISIC_0068975,1.239491
ISIC_0010629,1.239322
ISIC_9008095,1.237549
ISIC_0011369,1.237465
ISIC_0054248,1.237374
ISIC_0057656,1.235525
ISIC_8704257,1.233729
ISIC_0000172,1.233463
ISIC_0014189,1.23288
ISIC_0011527,1.231666
ISIC_0058206,1.231386
ISIC_0064270,1.230736
ISIC_0069351,1.230599
ISIC_0033194,1.229874
ISIC_0027102,1.228639
ISIC_0024961,1.227839
ISIC_0026770,1.22766
ISIC_0066476,1.226487
ISIC_5564757,1.226446
ISIC_4119029,1.226107
ISIC_0055246,1.225398
ISIC_0025996,1.224779
ISIC_0033668,1.22476
ISIC_0061606,1.223072
ISIC_0029353,1.222747
ISIC_0058071,1.222117
ISIC_0034304,1.221943
ISIC_7369690,1.221678
ISIC_0011870,1.221524
ISIC_0034233,1.219939
ISIC_0032993,1.219565
ISIC_0013672,1.21885
ISIC_0014559,1.218405
ISIC_0000444,1.217954
ISIC_9881460,1.217682
ISIC_1996356,1.217485
ISIC_0062313,1.216435
ISIC_0014883,1.215177
ISIC_5762714,1.214805
ISIC_7242312,1.214712
ISIC_0028412,1.213757
ISIC_0030552,1.213471
ISIC_0032005,1.213357
ISIC_0033261,1.212944
ISIC_0062161,1.212883
ISIC_0054123,1.212222
ISIC_9141817,1.209836
ISIC_0046672,1.209624
ISIC_0034094,1.207939
ISIC_0072175,1.207643
ISIC_0064006,1.205941
ISIC_9099430,1.205602
ISIC_0028361,1.204343
ISIC_0000459,1.204297
ISIC_0061265,1.203212
ISIC_0011757,1.20311
ISIC_0032522,1.202375
ISIC_0069620,1.200945
ISIC_0071133,1.200473
ISIC_0070074,1.199548
ISIC_0069986,1.199302
ISIC_8073555,1.199217
ISIC_0015390,1.198829
ISIC_0060355,1.198399
ISIC_0011348,1.198172
ISIC_0015136,1.197334
ISIC_0025327,1.196719
ISIC_0026188,1.19656
ISIC_0061475,1.196545
ISIC_0011995,1.196216
ISIC_0067808,1.196123
ISIC_0000301,1.195765
ISIC_0011695,1.195563
ISIC_2904067,1.194082
ISIC_0032597,1.19334
ISIC_1783062,1.192807
ISIC_0062241,1.192689
ISIC_0012069,1.192062
ISIC_0065421,1.191008
ISIC_0070250,1.190378
ISIC_0033428,1.190288
ISIC_0059547,1.188632
ISIC_0064943,1.187632
ISIC_0029212,1.184809
ISIC_0069668,1.184103
ISIC_0000150,1.183127
ISIC_0010398,1.182765
ISIC_0032547,1.180134
ISIC_0058174,1.178181
ISIC_0261253,1.177131
ISIC_7694028,1.176935
ISIC_0054885,1.175657
ISIC_0056119,1.175626
ISIC_0065774,1.174256
ISIC_0061315,1.170326
ISIC_8127578,1.16934
ISIC_0069192,1.168204
ISIC_0032771,1.168109
ISIC_0010382,1.167938
ISIC_0064427,1.166975
ISIC_0890398,1.166947
ISIC_0011642,1.166453
ISIC_0033492,1.164416
ISIC_0031752,1.16379
ISIC_0011692,1.163089
ISIC_0033004,1.162708
ISIC_5751956,1.162058
ISIC_7358691,1.161734
ISIC_0064589,1.161194
ISIC_0032244,1.159972
ISIC_0032726,1.15953
ISIC_0030423,1.159429
ISIC_0027069,1.156727
ISIC_0054459,1.156449
ISIC_0001108,1.155805
ISIC_2219050,1.155345
ISIC_0032420,1.155317
ISIC_9223679,1.153757
ISIC_0054146,1.153076
ISIC_0502582,1.150874
ISIC_0046526,1.150541
ISIC_0046626,1.150442
ISIC_0000173,1.149943
ISIC_0047004,1.149354
ISIC_0069595,1.14765
ISIC_0025520,1.146994
ISIC_0054317,1.145993
ISIC_0058315,1.145596
ISIC_0064907,1.145359
ISIC_0071050,1.145335
ISIC_0027187,1.144962
ISIC_7016261,1.144617
ISIC_0065128,1.144469
ISIC_0030798,1.143543
ISIC_0067170,1.141202
ISIC_0064406,1.140472
ISIC_0031170,1.137412
ISIC_0066952,1.137187
ISIC_0032248,1.136502
ISIC_0030119,1.13611
ISIC_0064342,1.135814
ISIC_0053742,1.135679
ISIC_0060893,1.135226
ISIC_0054229,1.13517
ISIC_0067097,1.134691
ISIC_0027072,1.134276
ISIC_0072221,1.134246
ISIC_8747095,1.134077
ISIC_0033068,1.133597
ISIC_9317929,1.133075
ISIC_0062364,1.133039
ISIC_0501108,1.133034
ISIC_0012057,1.132958
ISIC_3207651,1.131882
ISIC_5330187,1.130551
ISIC_0000484,1.130325
ISIC_0068886,1.129372
ISIC_5922588,1.128725
ISIC_5867911,1.127974
ISIC_0015436,1.127949
ISIC_8566006,1.126275
ISIC_0011922,1.125358
ISIC_0061293,1.124968
ISIC_0001110,1.124779
ISIC_0069373,1.123692
ISIC_0346815,1.122522
ISIC_0062765,1.12231
ISIC_0032476,1.122271
ISIC_0026302,1.122078
ISIC_8530010,1.121055
ISIC_0059707,1.120775
ISIC_5110133,1.119595
ISIC_0062318,1.119172
ISIC_0030417,1.118902
ISIC_0011693,1.118243
ISIC_0029513,1.117305
ISIC_0024652,1.116171
ISIC_4525317,1.116048
ISIC_0024656,1.114936
ISIC_0001152,1.114856
ISIC_0013073,1.11454
ISIC_0072748,1.113402
ISIC_0031303,1.112665
ISIC_0000072,1.111444
ISIC_0033621,1.111282
ISIC_0066429,1.109218
ISIC_0028567,1.108452
ISIC_1369967,1.107461
ISIC_0010308,1.107349
ISIC_0070170,1.107267
ISIC_0061848,1.107195
ISIC_9797578,1.106593
ISIC_0060481,1.106511
ISIC_0058138,1.106081
ISIC_6228963,1.105392
ISIC_0011375,1.105073
ISIC_0064120,1.104307
ISIC_7032028,1.104097
ISIC_0061915,1.103596
ISIC_6178099,1.103463
ISIC_0059897,1.10133
ISIC_0032736,1.100626
ISIC_6227397,1.099986
ISIC_0014846,1.099331
ISIC_0057067,1.098482
ISIC_0059330,1.097547
ISIC_0029026,1.096748
ISIC_0057155,1.096603
ISIC_0027751,1.096472
ISIC_0063824,1.096434
ISIC_0010925,1.09576
ISIC_0010209,1.09561
ISIC_0028024,1.094683
ISIC_8241457,1.093547
ISIC_0504165,1.092332
ISIC_5951430,1.091949
ISIC_5837098,1.091872
ISIC_9072567,1.091644
ISIC_0055169,1.091245
ISIC_0026352,1.090749
ISIC_0014695,1.090524
ISIC_0033856,1.090121
ISIC_0011862,1.089881
ISIC_0063961,1.087744
ISIC_0055022,1.08771
ISIC_0010289,1.087258
ISIC_0010540,1.087199
ISIC_2355513,1.087071
ISIC_0012988,1.087041
ISIC_0029574,1.086957
ISIC_0010772,1.085473
ISIC_0024229,1.085394
ISIC_0058666,1.085145
ISIC_0034068,1.084489
ISIC_0065535,1.083352
ISIC_0071069,1.082828
ISIC_0033520,1.082709
ISIC_0013618,1.082696
ISIC_0065748,1.081992
ISIC_3094758,1.081837
ISIC_0033117,1.081659
ISIC_0046223,1.081233
ISIC_0057655,1.08109
ISIC_0061583,1.08004
ISIC_0067339,1.079423
ISIC_0054954,1.079211
ISIC_0333091,1.078765
ISIC_0031550,1.077575
ISIC_0014790,1.077346
ISIC_0070163,1.076244
ISIC_0011648,1.076134
ISIC_0059891,1.075995
ISIC_0067205,1.075455
ISIC_0062301,1.075234
ISIC_0010923,1.074962
ISIC_0064877,1.074908
ISIC_0010295,1.074728
ISIC_0010971,1.074715
ISIC_0063680,1.074417
ISIC_0058647,1.073577
ISIC_0016145,1.0733
ISIC_0011691,1.073027
ISIC_0055147,1.071516
ISIC_0011365,1.071482
ISIC_0014975,1.071247
ISIC_0064860,1.070493
ISIC_3166535,1.069162
ISIC_0000135,1.068732
ISIC_0011696,1.068563
ISIC_0072496,1.06843
ISIC_0032823,1.068423
ISIC_0034209,1.067982
ISIC_0066289,1.065281
ISIC_4890201,1.064964
ISIC_0064066,1.063531
ISIC_8160596,1.063403
ISIC_0056921,1.063078
ISIC_0010866,1.062557
ISIC_0011234,1.062426
ISIC_2287151,1.062005
ISIC_0000516,1.061447
ISIC_0009886,1.060546
ISIC_0034050,1.060162
ISIC_0010486,1.059786
ISIC_1630301,1.059616
ISIC_0026531,1.059097
ISIC_7172145,1.059093
ISIC_0032544,1.058975
ISIC_0054748,1.058792
ISIC_0030107,1.05824
ISIC_0014987,1.058207
ISIC_0067719,1.056235
ISIC_0067873,1.055822
ISIC_0011403,1.055792
ISIC_0028573,1.054962
ISIC_3481133,1.054489
ISIC_0000292,1.054399
ISIC_0060446,1.053712
ISIC_0063046,1.053666
ISIC_0014486,1.053143
ISIC_0065622,1.052728
ISIC_0066354,1.051954
ISIC_4377208,1.051736
ISIC_0070012,1.051001
ISIC_0010934,1.050907
ISIC_0058625,1.049645
ISIC_0058926,1.049534
ISIC_0071988,1.049315
ISIC_9211072,1.049268
ISIC_0014173,1.049047
ISIC_0010942,1.048811
ISIC_9106601,1.048503
ISIC_0066564,1.047122
ISIC_0046405,1.04598
ISIC_1619814,1.045969
ISIC_0010416,1.045664
ISIC_0025755,1.044875
ISIC_0011463,1.044535
ISIC_0061647,1.044474
ISIC_0065727,1.043686
ISIC_4507700,1.043674
ISIC_0059733,1.043163
ISIC_6561111,1.042786
ISIC_6813359,1.042784
ISIC_0021713,1.042454
ISIC_0033479,1.041605
ISIC_0034006,1.041536
ISIC_0029909,1.041372
ISIC_0054705,1.040719
ISIC_0010349,1.040365
ISIC_0053916,1.040072
ISIC_0029374,1.039514
ISIC_7453676,1.03853
ISIC_1888865,1.038254
ISIC_7973598,1.038062
ISIC_0015180,1.037594
ISIC_0068895,1.037368
ISIC_8194835,1.03736
ISIC_0069933,1.037359
ISIC_4508878,1.037053
ISIC_0071434,1.036537
ISIC_0056406,1.03652
ISIC_0058149,1.03577
ISIC_0063168,1.035151
ISIC_0011626,1.033434
ISIC_0030970,1.033411
ISIC_0059314,1.031942
ISIC_2071966,1.031715
ISIC_0002675,1.031346
ISIC_0011460,1.030752
ISIC_0027104,1.030444
ISIC_0011491,1.030394
ISIC_0033878,1.030358
ISIC_1241817,1.029344
ISIC_0010415,1.027562
ISIC_4363603,1.027553
ISIC_0072136,1.027115
ISIC_0060968,1.025376
ISIC_0033713,1.025281
ISIC_0011848,1.025154
ISIC_0010714,1.024941
ISIC_0073173,1.024852
ISIC_0001104,1.024764
ISIC_0061108,1.02452
ISIC_5383064,1.024229
ISIC_8931948,1.0227
ISIC_0060403,1.022033
ISIC_0010280,1.021463
ISIC_0032190,1.020865
ISIC_0070588,1.020652
ISIC_0000466,1.020014
ISIC_5203791,1.019562
ISIC_0009940,1.019053
ISIC_0057949,1.018526
ISIC_0072382,1.018358
ISIC_8124482,1.017665
ISIC_0011526,1.017577
ISIC_0066012,1.017362
ISIC_3319229,1.016489
ISIC_0062382,1.015701
ISIC_0053485,1.015469
ISIC_5247508,1.014752
ISIC_0027359,1.013642
ISIC_0058177,1.010769
ISIC_0064124,1.00992
ISIC_0027839,1.009729
ISIC_0056788,1.009682
ISIC_8929288,1.009321
ISIC_0011495,1.008222
ISIC_0068234,1.007865
ISIC_0027749,1.007564
ISIC_0033058,1.005917
ISIC_0030784,1.005452
ISIC_0033696,1.004332
ISIC_0010131,1.003587
ISIC_0026781,1.003399
ISIC_8748070,1.002626
ISIC_6220625,1.002416
ISIC_0010938,1.001997
ISIC_0009100,1.00156
ISIC_0027411,1.000868
ISIC_0058098,0.999855
ISIC_0067733,0.99954
ISIC_0062234,0.999535
ISIC_0047031,0.999525
ISIC_0014541,0.999288
ISIC_0011130,0.999065
ISIC_0068798,0.998394
ISIC_0032510,0.998307
ISIC_0062525,0.99788
ISIC_0064863,0.997797
ISIC_0068580,0.997761
ISIC_0054914,0.997406
ISIC_0030852,0.997386
ISIC_7642142,0.997079
ISIC_0034002,0.996532
ISIC_0011505,0.995063
ISIC_9053910,0.994486
ISIC_0511526,0.993652
ISIC_0054167,0.993203
ISIC_0054329,0.992857
ISIC_0059773,0.991928
ISIC_3338629,0.991854
ISIC_0033226,0.991419
ISIC_0029216,0.991332
ISIC_8990907,0.991295
ISIC_0014766,0.989856
ISIC_0063447,0.989574
ISIC_0071944,0.988962
ISIC_4136591,0.98883
ISIC_0032873,0.988428
ISIC_0015041,0.988226
ISIC_0411688,0.988087
ISIC_0011094,0.987789
ISIC_3009877,0.987403
ISIC_0064033,0.986854
ISIC_8175453,0.985624
ISIC_0057286,0.985595
ISIC_0055087,0.985567
ISIC_0062114,0.985492
ISIC_0056817,0.983268
ISIC_0046706,0.983215
ISIC_0058151,0.983151
ISIC_0011948,0.983139
ISIC_0054334,0.981958
ISIC_0026272,0.981092
ISIC_3684488,0.981008
ISIC_0063742,0.979029
ISIC_0062443,0.978634
ISIC_7740023,0.977868
ISIC_0014527,0.976885
ISIC_0030393,0.975773
ISIC_1344537,0.975772
ISIC_0899961,0.975755
ISIC_0065449,0.975456
ISIC_4554863,0.975406
ISIC_3124612,0.974977
ISIC_5190484,0.974854
ISIC_4049598,0.974397
ISIC_0032718,0.974397
ISIC_5581931,0.974371
ISIC_0033202,0.974329
ISIC_0016128,0.972322
ISIC_0012054,0.972027
ISIC_0010778,0.971963
ISIC_0011333,0.971843
ISIC_0065469,0.971742
ISIC_0065943,0.970694
ISIC_0028075,0.970498
ISIC_0011930,0.969407
ISIC_0031642,0.969121
ISIC_0062407,0.968522
ISIC_0067172,0.967174
ISIC_0013473,0.966889
ISIC_1369273,0.966019
ISIC_0058428,0.965602
ISIC_3936223,0.965418
ISIC_0026438,0.965281
ISIC_0059987,0.964828
ISIC_1616031,0.964137
ISIC_0011349,0.964127
ISIC_0484171,0.964118
ISIC_0015167,0.964107
ISIC_0029198,0.964097
ISIC_0033534,0.964073
ISIC_0000401,0.96387
ISIC_0013740,0.963791
ISIC_9540825,0.963741
ISIC_0011446,0.963354
ISIC_0061029,0.962933
ISIC_6684042,0.962041
ISIC_4229473,0.961403
ISIC_0062077,0.959303
ISIC_0064010,0.958976
ISIC_0011924,0.958545
ISIC_0032192,0.958319
ISIC_0024962,0.958086
ISIC_0060380,0.957877
ISIC_0059336,0.957806
ISIC_0033555,0.957738
ISIC_0160831,0.95688
ISIC_0034059,0.956662
ISIC_0205127,0.955361
ISIC_0025778,0.955238
ISIC_0024307,0.954577
ISIC_0025841,0.954531
ISIC_2724278,0.954481
ISIC_0025231,0.954389
ISIC_0029744,0.954268
ISIC_8679617,0.954184
ISIC_0062997,0.952773
ISIC_0055367,0.95263
ISIC_0450295,0.952477
ISIC_0030106,0.952123
ISIC_0011435,0.951715
ISIC_0070003,0.951685
ISIC_0053469,0.951594
ISIC_0026115,0.95128
ISIC_0071806,0.951269
ISIC_4398011,0.950009
ISIC_0071180,0.950008
ISIC_2554114,0.949335
ISIC_0055781,0.949035
ISIC_9521776,0.948871
ISIC_0081584,0.948742
ISIC_0000463,0.948034
ISIC_7877488,0.947701
ISIC_7664137,0.947365
ISIC_0011778,0.946906
ISIC_1668831,0.946504
ISIC_0030901,0.944704
ISIC_5204408,0.944508
ISIC_4411889,0.944355
ISIC_0062111,0.944004
ISIC_0053617,0.943188
ISIC_8986997,0.942841
ISIC_0028520,0.942185
ISIC_0054527,0.941865
ISIC_0014171,0.941806
ISIC_0034237,0.941673
ISIC_0072429,0.940936
ISIC_0010749,0.940419
ISIC_8922893,0.940332
ISIC_0030824,0.940191
ISIC_0065204,0.939744
ISIC_0058376,0.939694
ISIC_0073227,0.939563
ISIC_6069236,0.93954
ISIC_7788318,0.9389
ISIC_0011733,0.93883
ISIC_0031843,0.938666
ISIC_0010267,0.938658
ISIC_0058040,0.938103
ISIC_3824206,0.937898
ISIC_0028114,0.937847
ISIC_0066355,0.936288
ISIC_0458561,0.934906
ISIC_0011013,0.934427
ISIC_0046900,0.933844
ISIC_7341401,0.932281
ISIC_0014308,0.931553
ISIC_0058158,0.931181
ISIC_7927525,0.930597
ISIC_0054770,0.930437
ISIC_0060321,0.930423
ISIC_0029652,0.930354
ISIC_0626501,0.930069
ISIC_0034216,0.929179
ISIC_0034049,0.929151
ISIC_0054988,0.928485
ISIC_0065740,0.928287
ISIC_0068218,0.928222
ISIC_1818238,0.928218
ISIC_6176182,0.927916
ISIC_0058676,0.927234
ISIC_3391427,0.923555
ISIC_2266857,0.92304
ISIC_0061829,0.923039
ISIC_0028986,0.92302
ISIC_0055265,0.922819
ISIC_0030833,0.922643
ISIC_1247683,0.921585
ISIC_0024427,0.921094
ISIC_0029736,0.920922
ISIC_0026664,0.920269
ISIC_0015046,0.920113
ISIC_7349772,0.919883
ISIC_6557194,0.919369
ISIC_8907232,0.919314
ISIC_9024529,0.91813
ISIC_6905623,0.91803
ISIC_0014548,0.917752
ISIC_0067801,0.917743
ISIC_4026540,0.917459
ISIC_0029071,0.916698
ISIC_0024235,0.916234
ISIC_9101055,0.915364
ISIC_0025409,0.915264
ISIC_0000462,0.915255
ISIC_0032892,0.913291
ISIC_3436033,0.912498
ISIC_0055003,0.912482
ISIC_0055024,0.912299
ISIC_0026266,0.912214
ISIC_0072393,0.912033
ISIC_0055079,0.911419
ISIC_6556622,0.911389
ISIC_0066053,0.911189
ISIC_0061224,0.91066
ISIC_0010909,0.909553
ISIC_0025491,0.90949
ISIC_9210255,0.909073
ISIC_0033589,0.908465
ISIC_6709052,0.907702
ISIC_0027060,0.907264
ISIC_9263990,0.906917
ISIC_3395488,0.906533
ISIC_0072953,0.905526
ISIC_0028207,0.904904
ISIC_0056983,0.904429
ISIC_0010040,0.904248
ISIC_0069645,0.904026
ISIC_7899041,0.903776
ISIC_0064247,0.903714
ISIC_0990298,0.903412
ISIC_0058649,0.903057
ISIC_3346045,0.901757
ISIC_0030122,0.901245
ISIC_0015401,0.901114
ISIC_0027149,0.899909
ISIC_0011484,0.899884
ISIC_0001101,0.899238
ISIC_0012081,0.898105
ISIC_3996796,0.898104
ISIC_0046340,0.897718
ISIC_1601532,0.897466
ISIC_9688534,0.897195
ISIC_0029478,0.897036
ISIC_0033586,0.896449
ISIC_0034012,0.896421
ISIC_3716504,0.896296
ISIC_0059601,0.895954
ISIC_6404049,0.895727
ISIC_0071771,0.89545
ISIC_0072010,0.895316
ISIC_0057913,0.895272
ISIC_0010611,0.895132
ISIC_0011958,0.894877
ISIC_0010752,0.893804
ISIC_7587869,0.893741
ISIC_5826878,0.893517
ISIC_5614446,0.893444
ISIC_6446753,0.892669
ISIC_0033024,0.892347
ISIC_0068961,0.891658
ISIC_0032671,0.891392
ISIC_8777813,0.889627
ISIC_9094080,0.887576
ISIC_0029698,0.887015
ISIC_7299025,0.886924
ISIC_0025500,0.886372
ISIC_0011315,0.886006
ISIC_0031561,0.885618
ISIC_5111521,0.885106
ISIC_3897960,0.883084
ISIC_0000000,0.882856
ISIC_0072714,0.882851
ISIC_0055759,0.882698
ISIC_0046659,0.881605
ISIC_0033981,0.881498
ISIC_6899527,0.880875
ISIC_0068048,0.880652
ISIC_0054292,0.880138
ISIC_7236365,0.880056
ISIC_0072828,0.879918
ISIC_5194705,0.879581
ISIC_0000296,0.879567
ISIC_9955163,0.879513
ISIC_8617084,0.879511
ISIC_0029433,0.879236
ISIC_0770920,0.878441
ISIC_0024624,0.878283
ISIC_0064113,0.877952
ISIC_0015193,0.877783
ISIC_0033454,0.87732
ISIC_0069167,0.877222
ISIC_0056501,0.877042
ISIC_0065513,0.876832
ISIC_0030047,0.876021
ISIC_0072977,0.875946
ISIC_5123817,0.87531
ISIC_0011752,0.875203
ISIC_0024607,0.875161
ISIC_0031965,0.875111
ISIC_0026586,0.874556
ISIC_6278273,0.874451
ISIC_0056793,0.874117
ISIC_0059551,0.873931
ISIC_0033258,0.873743
ISIC_9294799,0.873651
ISIC_0033424,0.873258
ISIC_0069635,0.873111
ISIC_0030656,0.873068
ISIC_0025744,0.873054
ISIC_0071875,0.871155
ISIC_0011730,0.870391
ISIC_0011895,0.870117
ISIC_0024805,0.869799
ISIC_0061092,0.869352
ISIC_0070009,0.86873
ISIC_0066262,0.868052
ISIC_0058035,0.867454
ISIC_0000030,0.865736
ISIC_0010644,0.865525
ISIC_0472513,0.865436
ISIC_0070940,0.864896
ISIC_0065807,0.864762
ISIC_0033512,0.864517
ISIC_0053725,0.864019
ISIC_0031784,0.863813
ISIC_0034162,0.863687
ISIC_0054851,0.863604
ISIC_3585381,0.863324
ISIC_1578253,0.862762
ISIC_2310935,0.862263
ISIC_0032596,0.862071
ISIC_0062058,0.861934
ISIC_0063748,0.861511
ISIC_0011627,0.861391
ISIC_0024853,0.859874
ISIC_0033472,0.859855
ISIC_0067253,0.857515
ISIC_0001138,0.856985
ISIC_2007396,0.856854
ISIC_0014186,0.855117
ISIC_0056860,0.855102
ISIC_1071355,0.854353
ISIC_5324623,0.853031
ISIC_0032672,0.852939
ISIC_0068176,0.852406
ISIC_4509925,0.851511
ISIC_0030694,0.851368
ISIC_0071303,0.850812
ISIC_6452498,0.850407
ISIC_0054185,0.850317
ISIC_2221217,0.849625
ISIC_6298228,0.849449
