id,pi
ISIC_0047022,1.172055
ISIC_0060481,1.171135
ISIC_0057328,1.171116
ISIC_0071492,1.170944
ISIC_0024244,1.170089
ISIC_3936223,1.169892
ISIC_0063026,1.169349
ISIC_2750230,1.168906
ISIC_0071012,1.168619
ISIC_0032182,1.168543
ISIC_2739547,1.166536
ISIC_0065022,1.163511
ISIC_3435596,1.162269
ISIC_0010162,1.162083
ISIC_2007396,1.162048
ISIC_6336926,1.16201
ISIC_8685259,1.161002
ISIC_0026086,1.160448
ISIC_0067326,1.160007
ISIC_0813342,1.159398
ISIC_8249854,1.159111
ISIC_0001112,1.158691
ISIC_3763984,1.157599
ISIC_0056228,1.156289
ISIC_0068886,1.155997
ISIC_7620514,1.155694
ISIC_1057521,1.154955
ISIC_6809586,1.154586
ISIC_0032396,1.15361
ISIC_6854940,1.153373
ISIC_0000555,1.153351
ISIC_6512653,1.152874
ISIC_0069210,1.151275
ISIC_0060397,1.150857
ISIC_7604870,1.150504
ISIC_2685523,1.150359
ISIC_0061915,1.149255
ISIC_0013988,1.147091
ISIC_2461360,1.146396
ISIC_0046571,1.146174
ISIC_0027659,1.145239
ISIC_6991849,1.144364
ISIC_5216586,1.14413
ISIC_0071875,1.142417
ISIC_0060222,1.142132
ISIC_0034166,1.140226
ISIC_0011704,1.14007
ISIC_0000434,1.139192
ISIC_0065278,1.138012
ISIC_0072507,1.137753
ISIC_0063492,1.137436
ISIC_6227397,1.13736
ISIC_0053554,1.136311
ISIC_3327201,1.135959
ISIC_0033518,1.135296
ISIC_0032722,1.135207
ISIC_0021901,1.134798
ISIC_0027986,1.134622
ISIC_0024987,1.134505
ISIC_0059506,1.134401
ISIC_7331345,1.1339
ISIC_0032771,1.133782
ISIC_0010998,1.133688
ISIC_0027149,1.133482
ISIC_2355513,1.13273
ISIC_0011948,1.13258
ISIC_0014013,1.129329
ISIC_0327225,1.128912
ISIC_0011045,1.128634
ISIC_0032420,1.127769
ISIC_0005291,1.127396
ISIC_0028481,1.126881
ISIC_3087402,1.125574
ISIC_6755132,1.125103
ISIC_0030597,1.124373
ISIC_0031965,1.123934
ISIC_4475268,1.12355
ISIC_1520897,1.123486
ISIC_0032699,1.122725
ISIC_0058858,1.122317
ISIC_0054954,1.121326
ISIC_1605945,1.121167
ISIC_0011493,1.120825
ISIC_0483289,1.118655
ISIC_5768602,1.118387
ISIC_7803114,1.117063
ISIC_0059632,1.116493
ISIC_0010046,1.115873
ISIC_0064606,1.114966
ISIC_0054395,1.114761
ISIC_0071536,1.11369
ISIC_0025391,1.1134
ISIC_0000502,1.112314
ISIC_0068176,1.111175
ISIC_0055289,1.110402
ISIC_0069620,1.110115
ISIC_0068966,1.110024
ISIC_3183782,1.109122
ISIC_0027674,1.109011
ISIC_0055526,1.107768
ISIC_0029189,1.106961
ISIC_0033526,1.106908
ISIC_0069986,1.106482
ISIC_0033636,1.105803
ISIC_0011763,1.105721
ISIC_0057374,1.104992
ISIC_0064318,1.104929
ISIC_0071471,1.103772
ISIC_0030970,1.102923
ISIC_4434803,1.102635
ISIC_7945429,1.102592
ISIC_0011715,1.10211
ISIC_0033099,1.100933
ISIC_0033802,1.100797
ISIC_0032504,1.099798
ISIC_0054892,1.099569
ISIC_0010719,1.098702
ISIC_9768421,1.098325
ISIC_0024545,1.098142
ISIC_0010765,1.097948
ISIC_3637551,1.097907
ISIC_0010580,1.097738
ISIC_8175453,1.097584
ISIC_0025472,1.097547
ISIC_0000296,1.097531
ISIC_0056089,1.097173
ISIC_0030695,1.095209
ISIC_7575815,1.092629
ISIC_0034059,1.092075
ISIC_0011933,1.092019
ISIC_0026531,1.090781
ISIC_0057539,1.086447
ISIC_0034048,1.085849
ISIC_0062517,1.083606
ISIC_0064943,1.082715
ISIC_0027101,1.082366
ISIC_0032797,1.082359
ISIC_2283628,1.082324
ISIC_2784664,1.081829
ISIC_0011753,1.081639
ISIC_0067097,1.081347
ISIC_8737794,1.081265
ISIC_5313574,1.081148
ISIC_0058508,1.080717
ISIC_0029729,1.080537
ISIC_7288818,1.080174
ISIC_0059219,1.078436
ISIC_0069946,1.078235
ISIC_0055491,1.077867
ISIC_2757355,1.076884
ISIC_0057821,1.076149
ISIC_0011506,1.075329
ISIC_8621568,1.074199
ISIC_2259861,1.073962
ISIC_8650269,1.073174
ISIC_0058666,1.072965
ISIC_0068905,1.072714
ISIC_0013839,1.072495
ISIC_0059412,1.072462
ISIC_0032036,1.071956
ISIC_0065421,1.071827
ISIC_0072714,1.071353
ISIC_7271718,1.071076
ISIC_0054728,1.070343
ISIC_9386509,1.07034
ISIC_4564960,1.070107
ISIC_9910791,1.069845
ISIC_0679553,1.069669
ISIC_0030552,1.069572
ISIC_6741865,1.069386
ISIC_0055079,1.069146
ISIC_0059353,1.068616
ISIC_0000549,1.06859
ISIC_0000022,1.068161
ISIC_0034162,1.068024
ISIC_6398669,1.067844
ISIC_0010778,1.067688
ISIC_4216750,1.066671
ISIC_0066213,1.066217
ISIC_0000173,1.066097
ISIC_0033524,1.064631
ISIC_0062709,1.064429
ISIC_6616542,1.061372
ISIC_0069189,1.061152
ISIC_0053686,1.059066
ISIC_0011387,1.058465
ISIC_0059294,1.058451
ISIC_0070463,1.058167
ISIC_0031517,1.057875
ISIC_0033498,1.057195
ISIC_8578732,1.056887
ISIC_0030916,1.056619
ISIC_0034141,1.056412
ISIC_0033573,1.055527
ISIC_5148474,1.055205
ISIC_0055293,1.054225
ISIC_0066378,1.053981
ISIC_1323048,1.052569
ISIC_0061320,1.052361
ISIC_0013588,1.05209
ISIC_0068413,1.051677
ISIC_0033362,1.051644
ISIC_0056192,1.051135
ISIC_1615996,1.05113
ISIC_7953039,1.050803
ISIC_0067743,1.050559
ISIC_0033027,1.050223
ISIC_0032400,1.0502
ISIC_0071430,1.049991
ISIC_0033428,1.049497
ISIC_0392105,1.049088
ISIC_0027872,1.048733
ISIC_0014541,1.048463
ISIC_0071951,1.048447
ISIC_0058649,1.048239
ISIC_0012064,1.047241
ISIC_0057815,1.047131
ISIC_0192490,1.046985
ISIC_6404049,1.046046
ISIC_0069933,1.045889
ISIC_0011870,1.04514
ISIC_5485661,1.044627
ISIC_0033775,1.044466
ISIC_0069273,1.044353
ISIC_4175400,1.04397
ISIC_0071135,1.043818
ISIC_0010540,1.043597
ISIC_0015390,1.043569
ISIC_0000519,1.043386
ISIC_3019509,1.043342
ISIC_0012055,1.042997
ISIC_0026369,1.04299
ISIC_0010108,1.042778
ISIC_9921747,1.042776
ISIC_7096885,1.042646
ISIC_0055086,1.04263
ISIC_2513018,1.042069
ISIC_0010213,1.041834
ISIC_4374554,1.041196
ISIC_0072612,1.040619
ISIC_1674754,1.040138
ISIC_5156491,1.039587
ISIC_0012054,1.039364
ISIC_6982386,1.039342
ISIC_8340256,1.039199
ISIC_4960784,1.03814
ISIC_0026428,1.038053
ISIC_0026652,1.03742
ISIC_0010866,1.037219
ISIC_0064247,1.035753
ISIC_0027190,1.03538
ISIC_0013707,1.035106
ISIC_0063568,1.035022
ISIC_6875745,1.033759
ISIC_1530981,1.033337
ISIC_0064095,1.033139
ISIC_0033570,1.033042
ISIC_6036959,1.032751
ISIC_0014392,1.032583
ISIC_8976269,1.03172
ISIC_0026500,1.031594
ISIC_1988335,1.031503
ISIC_0015046,1.031042
ISIC_0030824,1.029905
ISIC_7889838,1.029866
ISIC_0010714,1.029813
ISIC_7619234,1.029545
ISIC_5281485,1.029251
ISIC_2178032,1.02869
ISIC_0055136,1.028326
ISIC_0046361,1.02793
ISIC_0011238,1.02777
ISIC_0032751,1.027602
ISIC_0056749,1.026615
ISIC_0063243,1.025864
ISIC_0070927,1.024749
ISIC_0031575,1.024683
ISIC_0280912,1.0244
ISIC_1069587,1.024365
ISIC_0057180,1.022391
ISIC_9402324,1.022049
ISIC_0025267,1.021513
ISIC_0026738,1.020516
ISIC_0016114,1.02024
ISIC_6668093,1.019432
ISIC_4055361,1.018229
ISIC_0064986,1.018061
ISIC_8133350,1.018028
ISIC_0061011,1.017846
ISIC_0028291,1.017562
ISIC_5098778,1.01655
ISIC_0966527,1.016536
ISIC_8325260,1.016285
ISIC_2432848,1.016165
ISIC_0063268,1.015569
ISIC_0026853,1.013931
ISIC_6002694,1.013709
ISIC_0010164,1.013432
ISIC_0057188,1.0133
ISIC_5434229,1.010766
ISIC_0063958,1.009492
ISIC_0057978,1.009296
ISIC_0068696,1.009057
ISIC_0061491,1.008688
ISIC_0248628,1.008468
ISIC_1210011,1.00843
ISIC_0031202,1.007808
ISIC_4377208,1.007394
ISIC_0053473,1.006931
ISIC_0034246,1.005641
ISIC_0062497,1.005441
ISIC_1979534,1.005434
ISIC_0029905,1.005306
ISIC_0066483,1.004746
ISIC_0011930,1.004009
ISIC_0058033,1.003084
ISIC_0028082,1.003081
ISIC_0034218,1.002736
ISIC_0058768,1.002545
ISIC_0055759,1.002532
ISIC_0064463,1.00005
ISIC_8691327,0.999628
ISIC_0053791,0.999535
ISIC_0296109,0.999106
ISIC_0010415,0.998912
ISIC_0059897,0.998823
ISIC_0072876,0.99846
ISIC_0059891,0.998383
ISIC_0072953,0.996836
ISIC_0000148,0.996705
ISIC_0010707,0.995613
ISIC_0014666,0.995528
ISIC_0068993,0.995247
ISIC_0058580,0.995069
ISIC_8397285,0.994701
ISIC_0013610,0.99438
ISIC_0031208,0.993801
ISIC_0032917,0.993226
ISIC_1693572,0.992746
ISIC_0033905,0.991865
ISIC_0059314,0.990486
ISIC_0054021,0.990348
ISIC_2122488,0.990315
ISIC_2565206,0.990054
ISIC_0027238,0.990034
ISIC_3256887,0.989407
ISIC_0068080,0.988474
ISIC_3613392,0.988142
ISIC_0032685,0.987982
ISIC_0055498,0.987978
ISIC_0013498,0.987971
ISIC_0032726,0.987942
ISIC_6342224,0.987862
ISIC_0057067,0.987786
ISIC_0014985,0.987745
ISIC_0011778,0.987485
ISIC_0014982,0.986966
ISIC_0028325,0.986543
ISIC_0032190,0.985715
ISIC_4632020,0.984543
ISIC_7579316,0.983646
ISIC_0064742,0.98314
ISIC_0000054,0.983102
ISIC_0054123,0.982857
ISIC_0015136,0.982386
ISIC_0062686,0.982135
ISIC_0065204,0.981775
ISIC_0010962,0.981164
ISIC_9754098,0.98111
ISIC_2200924,0.980096
ISIC_0010886,0.979961
ISIC_0519386,0.979804
ISIC_0059082,0.979397
ISIC_0009940,0.978471
ISIC_4654965,0.97772
ISIC_0032447,0.977372
ISIC_7108282,0.97706
ISIC_7685920,0.9768
ISIC_0059093,0.97667
ISIC_0056406,0.976018
ISIC_0033287,0.976015
ISIC_0010757,0.975391
ISIC_0046443,0.974602
ISIC_7662910,0.97276
ISIC_0000413,0.972011
ISIC_4875370,0.971993
ISIC_0067667,0.971687
ISIC_0808203,0.971249
ISIC_0060773,0.970939
ISIC_0032269,0.970819
ISIC_0776189,0.97056
ISIC_0033517,0.969841
ISIC_0056784,0.968763
ISIC_0011288,0.968664
ISIC_9000901,0.966738
ISIC_8798059,0.966515
ISIC_0033946,0.966414
ISIC_0010664,0.966344
ISIC_0056938,0.965871
ISIC_3844404,0.964874
ISIC_0028086,0.964773
ISIC_0061625,0.964627
ISIC_0015035,0.964433
ISIC_0034117,0.963948
ISIC_0055143,0.963927
ISIC_1632313,0.963279
ISIC_0011863,0.962597
ISIC_0029094,0.962043
ISIC_8704257,0.959549
ISIC_0072569,0.95905
ISIC_5737704,0.958468
ISIC_9439034,0.958283
ISIC_0000411,0.957895
ISIC_9317483,0.956578
ISIC_0014883,0.956343
ISIC_0014217,0.956153
ISIC_9684318,0.955945
ISIC_0001100,0.955669
ISIC_4916704,0.955643
ISIC_0070163,0.955452
ISIC_0014795,0.95542
ISIC_9291926,0.954795
ISIC_0027021,0.954684
ISIC_0011289,0.952916
ISIC_0062087,0.952763
ISIC_0002288,0.952028
ISIC_5808758,0.950903
ISIC_1925632,0.949778
ISIC_0072917,0.949475
ISIC_0000065,0.949284
ISIC_0011728,0.949232
ISIC_0026008,0.948543
ISIC_0011931,0.948147
ISIC_0064261,0.947232
ISIC_8796632,0.947072
ISIC_0053617,0.946871
ISIC_0010346,0.946815
ISIC_0034090,0.946467
ISIC_6557642,0.946351
ISIC_0070888,0.945606
ISIC_8252406,0.944997
ISIC_3787504,0.944835
ISIC_0063157,0.944298
ISIC_0345607,0.943355
ISIC_0062005,0.943322
ISIC_1046678,0.943098
ISIC_0055003,0.941872
ISIC_0034094,0.941866
ISIC_0011642,0.941865
ISIC_0060696,0.941666
ISIC_0862745,0.940056
ISIC_0057286,0.939854
ISIC_0034071,0.939732
ISIC_1177505,0.939352
ISIC_6352565,0.939106
ISIC_0182730,0.938588
ISIC_0047003,0.938184
ISIC_0070412,0.938048
ISIC_0501843,0.937988
ISIC_0014151,0.936487
ISIC_0062111,0.936483
ISIC_0055087,0.936098
ISIC_4508878,0.935964
ISIC_0029909,0.93566
ISIC_0013615,0.935492
ISIC_0000526,0.935434
ISIC_0032233,0.935205
ISIC_5315062,0.934894
ISIC_0033878,0.934515
ISIC_0033876,0.934425
ISIC_7452410,0.934062
ISIC_0009886,0.933731
ISIC_0060559,0.931949
ISIC_1348843,0.931576
ISIC_0056660,0.931439
ISIC_0939648,0.931271
ISIC_0011857,0.929619
ISIC_0061199,0.929568
ISIC_3485482,0.929303
ISIC_0065521,0.929089
ISIC_0032940,0.928417
ISIC_8073555,0.926847
ISIC_7717907,0.926082
ISIC_0053810,0.925993
ISIC_3236964,0.925176
ISIC_0011130,0.924927
ISIC_0029885,0.924729
ISIC_0014190,0.924649
ISIC_0059733,0.924622
ISIC_0029843,0.924115
ISIC_0060341,0.923994
ISIC_0053916,0.923836
ISIC_6644659,0.923347
ISIC_0058781,0.923338
ISIC_0011031,0.92242
ISIC_5998926,0.922384
ISIC_3305055,0.922216
ISIC_8048162,0.92201
ISIC_0072087,0.921751
ISIC_0010050,0.921559
ISIC_0010729,0.921401
ISIC_0058676,0.920711
ISIC_0014255,0.920162
ISIC_0070601,0.920064
ISIC_5910595,0.919882
ISIC_3323866,0.919879
ISIC_0028746,0.919711
ISIC_0070992,0.919339
ISIC_0990298,0.919281
ISIC_5415749,0.919055
ISIC_0062158,0.91903
ISIC_4691943,0.918443
ISIC_0060975,0.918399
ISIC_0059248,0.918378
ISIC_0029609,0.918075
ISIC_3065032,0.918075
ISIC_8628207,0.917871
ISIC_0012067,0.917199
ISIC_0033104,0.916903
ISIC_0485996,0.916675
ISIC_6358752,0.915896
ISIC_0032160,0.914901
ISIC_0068580,0.914791
ISIC_0028152,0.914667
ISIC_0011077,0.9144
ISIC_9566964,0.913421
ISIC_8290994,0.912457
ISIC_0011348,0.91229
ISIC_7462953,0.911947
ISIC_3006279,0.911866
ISIC_0030985,0.911222
ISIC_0000394,0.910724
ISIC_0011356,0.910057
ISIC_5837098,0.909318
ISIC_0069667,0.90855
ISIC_0024756,0.908125
ISIC_9744305,0.908099
ISIC_0011329,0.907968
ISIC_1280780,0.907863
ISIC_0347984,0.907736
ISIC_0026475,0.907252
ISIC_0011209,0.9072
ISIC_0011305,0.90681
ISIC_7354733,0.906509
ISIC_0065260,0.906364
ISIC_3654454,0.906025
ISIC_0062048,0.905607
ISIC_0046645,0.904696
ISIC_0010235,0.904521
ISIC_8388593,0.904513
ISIC_0054767,0.904454
ISIC_0064860,0.903609
ISIC_0070342,0.903522
ISIC_4331481,0.903276
ISIC_0033834,0.903165
ISIC_0029339,0.902472
ISIC_7747712,0.901554
ISIC_0032645,0.901308
ISIC_4119029,0.901075
ISIC_0953317,0.900894
ISIC_0033194,0.900628
ISIC_3338629,0.90021
ISIC_0331389,0.899758
ISIC_0014558,0.899583
ISIC_0010308,0.898966
ISIC_0032718,0.898493
ISIC_0034100,0.898244
ISIC_0055675,0.898228
ISIC_0010933,0.897981
ISIC_0024449,0.897414
ISIC_0030852,0.896605
ISIC_2108849,0.896237
ISIC_4518384,0.894855
ISIC_1937197,0.894228
ISIC_0011460,0.894216
ISIC_0059273,0.89347
ISIC_7840728,0.89315
